pays;volet;indicateur;valeur;unite_devise;annee_perimetre;source_nom;url;date_consultation;divergence_notes
Indonésie;besoin;Cible de renouvelables — plan en vigueur (RUPTL 2021-2030) vs cible relevée par le JETP;"23% en 2025 / 25% en 2030 (RUPTL) vs ""au moins 34% en 2030"" (Joint Statement 15/11/2022) — saut de 9 pts au-dessus du plan en vigueur";% du mix électrique;2025/2030;"RUPTL PT PLN 2021-2030 ; Joint Statement 15/11/2022";https://www.pm.gc.ca/en/news/statements/2022/11/15/joint-statement-new-just-energy-transition-partnership;2026-09-08;
Vietnam;Paquet;Enveloppe JETP annoncee;15500000000;USD;2022 - engagement initial sur 3 a 5 ans - IPG + GFANZ;Declaration politique JETP paragraphe 18;https://www.gov.uk/government/publications/vietnams-just-energy-transition-partnership-political-declaration/political-declaration-on-establishing-the-just-energy-transition-partnership-with-viet-nam;2026-09-08;Formule 'at least'. Serie temporelle documentee ailleurs: 15,5 (2022) puis 15,8 (RMP 2023) puis 15,0 (restatements UK/UE 2025)
Vietnam;Paquet;Part publique IPG annoncee;7750000000;USD;2022 - finance publique IPG;Declaration politique JETP paragraphe 18;https://www.gov.uk/government/publications/vietnams-just-energy-transition-partnership-political-declaration/political-declaration-on-establishing-the-just-energy-transition-partnership-with-viet-nam;2026-09-08;Conflit: 8,08 Md USD dans le communique IPG du RMP (dec. 2023), 7,5 Md dans le restatement UK/UE (mai 2025)
Vietnam;Paquet;Part privee GFANZ annoncee;7750000000;USD;2022 - finance privee;Declaration politique JETP paragraphe 18;https://www.gov.uk/government/publications/vietnams-just-energy-transition-partnership-political-declaration/political-declaration-on-establishing-the-just-energy-transition-partnership-with-viet-nam;2026-09-08;Engagement conditionnel: 'subject to mobilisation of the catalytic public sector finance'
Vietnam;Paquet;Total finance publique ventile par instrument (RMP);8077200000;USD;2023-11-30 - finance publique tous bailleurs y compris ADB 2100 M et FMO 315 M et 'Khac' 1000 M;RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;POSTERIEUR de 12 mois a la signature. Perimetre plus large que les 7,75 Md IPG de 2022
Vietnam;Paquet;Dons et assistance technique (RMP);321510000;USD;2023-11-30 - instrument 'Tai tro / Ho tro ky thuat';RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;POSTERIEUR de 12 mois a la signature. Detail par instrument publie par l'IPG le 27/09/2023, mis a jour le 21/10/2023
Vietnam;Paquet;Part des dons dans la finance publique;3,98;% [derive];2023-11-30 - 321,51 / 8077,2;Calcul derive sur RMP MOIT tableau Bang 11/12;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DERIVE - arithmetique donnee. Non connu a la date de signature
Vietnam;Paquet;Part des dons dans l'enveloppe totale annoncee;2,07;% [derive];2023-11-30 - 321,51 / 15500;Calcul derive sur RMP MOIT et Declaration politique;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DERIVE. Melange deux perimetres (finance publique RMP contre enveloppe totale 2022) - a lire avec prudence
Vietnam;Paquet;Prets concessionnels avec garantie souveraine (RMP);2184900000;USD;2023-11-30 - 'Vay uu dai co bao lanh chinh phu';RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;
Vietnam;Paquet;Prets concessionnels sans garantie souveraine (RMP);527700000;USD;2023-11-30 - 'Vay uu dai khong co bao lanh chinh phu';RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;
Vietnam;Paquet;Prets commerciaux DFI (RMP);4229000000;USD;2023-11-30 - 'Khoan vay DFI thuong mai';RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;
Vietnam;Paquet;Equity DFI (RMP);310000000;USD;2023-11-30 - 'Gop von chu so huu';RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;
Vietnam;Paquet;Garanties DFI (RMP);240000000;USD;2023-11-30 - 'Bao lanh';RMP MOIT tableau Bang 11/12 p.117;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;
Vietnam;Paquet;Part creatrice de dette dans la finance publique;85,94;% [derive];2023-11-30 - (2184,9+527,7+4229,0)/8077,2;Calcul derive sur RMP MOIT tableau Bang 11/12;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DERIVE - arithmetique donnee
Vietnam;Paquet;Ventilation des dons du paquet;239600000 flechte sur projets et 82000000 flexible;USD;2023-11-30 - total 321,6 M USD;RMP MOIT section 6 point a;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DIVERGENCE INTERNE AU RMP: le corps du texte ecrit 321,6 M USD la ou le tableau Bang 11/12 ecrit 321,51 M USD. Ecart de 0,09 M USD, conserve tel quel
Vietnam;Paquet;Destinataire principal des prets concessionnels du paquet;entreprises publiques (DNNN);qualitatif;2023-11-30;RMP MOIT section 6 point b;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'Phan lon cac khoan vay uu dai trong goi JETP duoc cung cap cho cac doanh nghiep nha nuoc, ca co va khong co bao lanh cua Chinh phu'. C'est le lien direct entre le paquet et le bilan d'EVN et de ses filiales
Vietnam;Operateur;Tarif de transport bas et acces au financement limite pour NPT (filiale transport d'EVN);qualitatif;verbatim gouvernemental;2023-11-30 - Tong cong ty Truyen tai dien Quoc gia;RMP MOIT section 7.2.5a;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'Gia truyen tai thap, kha nang tiep can nguon tai chinh tu cac khoan vay ODA cung nhu trong khu vuc tai chinh trong nuoc va quoc te cua NPT con han che, cung voi mot so kho khan, vuong mac ve thu tuc lien quan nhu thu hoi dat, dang han che viec phat trien co so ha tang truyen tai va phan phoi dien'. Chaine tarif bas vers acces au financement limite vers investissement contraint, enoncee par le gouvernement lui-meme
Vietnam;Souverain;PIB nominal 2022;413445230668,578;USD courants;2022 - Viet Nam - WDI NY.GDP.MKTP.CD;Banque mondiale World Development Indicators;https://api.worldbank.org/v2/country/VNM/indicator/NY.GDP.MKTP.CD?date=2022&format=json;2026-09-08;DIVERGENCE: 408,4 Md USD en projection FMI CR 22/209 (mai 2022) et 408,7 Md USD dans une note-pays WB anterieure a revision. Trois valeurs conservees
Vietnam;Souverain;PIB nominal 2022 (projection FMI);408400000000;USD courants;2022 - projection - FMI CR 22/209 Table 1;FMI Country Report No. 22/209 juillet 2022;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION, pas un realise. C'est le chiffre disponible a la date de signature
Vietnam;Souverain;PIB nominal 2022 (note-pays Banque mondiale);408700000000;USD courants;2022 - note-pays WB 'VIETNAM Table 1';Banque mondiale note-pays;https://documents1.worldbank.org/curated/en/099520204122342813/pdf/IDU030b1115a0c3de04c240ae680c2090ae579f9.pdf;2026-09-08;Valeur avant revision des WDI. Conservee comme divergence
Vietnam;Souverain;Paquet en % du PIB 2022 (base WB);3,75;% [derive];2022 - 15,5 / 413,445;Calcul derive sur Banque mondiale WDI et Declaration politique;https://api.worldbank.org/v2/country/VNM/indicator/NY.GDP.MKTP.CD?date=2022&format=json;2026-09-08;DERIVE. Etale sur 3 a 5 ans, soit de l'ordre de 0,75 a 1,25 % du PIB par an
Vietnam;Souverain;Paquet en % du PIB 2022 (base FMI);3,80;% [derive];2022 - 15,5 / 408,4;Calcul derive sur FMI CR 22/209 et Declaration politique;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;DERIVE
Vietnam;Souverain;Dette exterieure totale 2022 (projection FMI);145100000000;USD;2022 - projection - encours fin de periode - dette exterieure totale;FMI Country Report No. 22/209 table des projections;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION. Le realise Banque mondiale IDS est cherche separement
Vietnam;Souverain;Dette exterieure totale 2022 en % du PIB (projection FMI);35,3;% du PIB;2022 - projection;FMI Country Report No. 22/209;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;36,4 % en 2021 (realise FMI)
Vietnam;Souverain;Paquet en % de la dette exterieure totale 2022;10,68;% [derive];2022 - 15,5 / 145,1;Calcul derive sur FMI CR 22/209;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;DERIVE. A refaire si la valeur Banque mondiale IDS differe
Vietnam;Souverain;Dette publique 2022 (no cong);38;% du PIB;31/12/2022 - dette du gouvernement + dette garantie par l'Etat + dette des collectivites;RMP MOIT section 4.2.1 citant les donnees officielles vietnamiennes;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DIVERGENCE DE PERIMETRE avec le FMI qui donne 40,5 % pour la dette 'public and publicly guaranteed' 2022 (projection). Le FMI inclut les garanties aux entreprises publiques (~4 % du PIB) et exclut la securite sociale. Ne pas moyenner
Vietnam;Souverain;Dette du gouvernement 2022 (no Chinh phu);34,7;% du PIB;31/12/2022 - gouvernement central;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;
Vietnam;Souverain;Dette exterieure du pays 2022 (no nuoc ngoai quoc gia);36,8;% du PIB;31/12/2022 - dette exterieure de la nation;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Proche mais distinct du 35,3 % projete par le FMI - perimetres et PIB de reference differents
Vietnam;Souverain;Dette publique et publiquement garantie 2022 (FMI);40,5;% du PIB;2022 - projection - PPG au sens MAC DSA du FMI;FMI Country Report No. 22/209 Annexe VII;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;Realise 2021: 39,7 %. Perimetre different du chiffre vietnamien de 38 %
Vietnam;Souverain;Plafond legal de dette publique;60;% du PIB;2021-2025 - plafond annuel;Nghi quyet 23/2021/QH15 article 2 point 6a adoptee le 28/07/2021;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;Seuil d'alerte 55 % du PIB
Vietnam;Souverain;Plafond legal de dette du gouvernement;50;% du PIB;2021-2025 - plafond annuel;Nghi quyet 23/2021/QH15 article 2 point 6b;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;Seuil d'alerte 45 % du PIB
Vietnam;Souverain;Plafond legal de dette exterieure du pays;50;% du PIB;2021-2025 - plafond annuel;Nghi quyet 23/2021/QH15 article 2 point 6c;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;Seuil d'alerte 45 % du PIB
Vietnam;Souverain;Plafond legal de service de la dette directe du gouvernement;25;% des recettes budgetaires totales;2021-2025 - hors service des prets retrocedes;Nghi quyet 23/2021/QH15 article 2 point 6d;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;C'est le plafond pertinent pour la question du service additionnel implicite
Vietnam;Souverain;Plafond de tirage sur prets retrocedes (cho vay lai);222000;milliards de VND;2021-2025 - toute la periode - tous secteurs;Nghi quyet 23/2021/QH15 article 2 point 5b;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;Plafond ABSOLU en VND, non indexe sur le PIB. Conversion au taux FMI fin 2021 (22792 VND/USD): environ 9,7 Md USD sur cinq ans [DERIVE - le texte ne donne pas d'equivalent USD]. Contrainte plus mordante que le plafond de dette publique
Vietnam;Souverain;Plafond de tirage net sur prets garantis par l'Etat;76500;milliards de VND;2021-2025 - toute la periode;Nghi quyet 23/2021/QH15 article 2 point 5b;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;Plafond ABSOLU en VND. Environ 3,4 Md USD au taux FMI fin 2021 [DERIVE]
Vietnam;Souverain;Marge sous le plafond de dette publique fin 2022;22;points de PIB [derive];31/12/2022 - 60 % moins 38 %;Calcul derive sur RMP MOIT et Nghi quyet 23/2021/QH15;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;DERIVE. Applique au PIB WB 2022 (413,445 Md USD) cela fait environ 91 Md USD de marge nominale [DERIVE]. Sur ce seul critere l'absorption n'est pas contrainte
Vietnam;Souverain;Cible de recettes budgetaires totales 2021-2025;8300000;milliards de VND;2021-2025 - cible de la resolution, pas un realise;Nghi quyet 23/2021/QH15 article 2 point 1;https://luatvietnam.vn/tai-chinh/nghi-quyet-23-2021-qh15-207307-d1.html;2026-09-08;Cible, non realise. Taux de prelevement vise au moins 16 % du PIB
Vietnam;Souverain;Recettes et dons 2022 en % du PIB (FMI);16,7;% du PIB;2022 - projection - State budget finances format GFSM 2001;FMI Country Report No. 22/209 Table 1;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION. Le FMI note que les grands fonds hors budget representent 6 a 7 % du PIB de recettes supplementaires
Vietnam;Souverain;Solde budgetaire 2022 (net lending/borrowing, FMI);-4,7;% du PIB;2022 - projection;FMI Country Report No. 22/209 Table 1;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;
Vietnam;Souverain;Reserves de change brutes 2022 (FMI);125500000000;USD;2022 - projection - hors depots publics;FMI Country Report No. 22/209 Table 1;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;109,4 Md USD realise 2021
Vietnam;Souverain;Rapport Article IV le plus proche de la signature;IMF Country Report No. 22/209;reference documentaire;Publication juillet 2022 - Conseil d'administration 06/06/2022 - discussions achevees le 20/04/2022 - rapport acheve le 16/05/2022;FMI Vietnam 2022 Article IV Consultation;https://www.imf.org/en/Publications/CR/Issues/2022/07/05/Vietnam-2022-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-520395;2026-09-08;Donnees arretees en avril 2022, soit huit mois avant la signature. Un DSA formel figure en Annexe VII
Vietnam;Souverain;Verdict FMI de soutenabilite de la dette;low to moderate;qualitatif;2022 - Annexe VII Public and External Debt Sustainability Analysis;FMI Country Report No. 22/209 Annexe VII;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;Verbatim: 'Staff continues to assess the debt sustainability risk as low to moderate' et 'The heat map shows low risk of debt distress' et 'comfortably below the government's statutory ceiling of 60 percent of GDP'
Vietnam;Souverain;Choc de passif contingent - dette PPG projetee 2027 (FMI);54;% du PIB;2027 - scenario de choc egal a 10 % des actifs bancaires;FMI Country Report No. 22/209 Annexe VII paragraphe 6;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;Reserve posee par le FMI lui-meme. Scenario central: 40,6 % du PIB en 2027
Vietnam;Souverain;Service de la dette additionnel implicite si 15,5 Md tires en prets;non calculable sans hypothese non sourcee;% des recettes budgetaires;2022 - date de signature;Declaration politique JETP paragraphe 18;https://www.gov.uk/government/publications/vietnams-just-energy-transition-partnership-political-declaration/political-declaration-on-establishing-the-just-energy-transition-partnership-with-viet-nam;2026-09-08;La Declaration ne fixe ni maturite ni differe ni taux ni monnaie ni calendrier de decaissement - seulement 'a combination of appropriate financial instruments' et 'more attractive terms than Viet Nam could secure in the capital markets'. La repartition par instrument n'a ete publiee que le 27/09/2023 par l'IPG et reprise dans le RMP du 30/11/2023, soit 12 mois apres. Tout chiffre exigerait d'inventer les termes
Vietnam;Souverain;Mention du JETP dans le rapport Article IV du FMI;aucune;qualitatif;2022 - CR 22/209;FMI Country Report No. 22/209 - recherche plein texte;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;Le partenariat n'existait pas encore lors de la redaction (mai 2022). Le rapport renvoie au 'World Bank, Vietnam Country Climate Development Report (forthcoming)' et comporte deux annexes climat (IX et XIII)
Vietnam;Souverain;PIB nominal 2022 en monnaie nationale (FMI);9242,6;milliers de milliards de VND (nghin ty dong);2022 - projection - FMI CR 22/209 Table 4a;FMI Country Report No. 22/209 Table 4a Consolidated State Budgetary Operations;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION. Colonne 'Proj. 2022'. Le chiffre GSO en VND est cherche separement pour comparaison
Vietnam;Souverain;Recettes budgetaires totales et dons 2022 (FMI);1541;milliers de milliards de VND;2022 - projection - format GFSM 2001 - consolide central et provincial, hors Vietnam Development Bank et hors securite sociale;FMI Country Report No. 22/209 Table 4a;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION. La colonne 'Budget 2022' donne 1381, la colonne 'Proj. 2022' donne 1541. Deux valeurs dans le meme tableau - budget vote contre projection des services
Vietnam;Souverain;Decaissements de dette exterieure du budget de l'Etat 2022 (FMI);139;milliers de milliards de VND;2022 - projection - 'Foreign disbursement' du financement budgetaire;FMI Country Report No. 22/209 Table 4a;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION. Environ 5,9 Md USD au taux de 23600 VND/USD [DERIVE - conversion]. Amortissement exterieur la meme annee: 106 mille milliards de VND. Incurrence NETTE exterieure: 33 mille milliards seulement, soit environ 1,4 Md USD [DERIVE]. Ordre de grandeur du canal souverain exterieur reellement emprunte en une annee
Vietnam;Souverain;Incurrence nette de dette exterieure du budget 2022 (FMI);33;milliers de milliards de VND;2022 - projection - net incurrence of foreign financial liabilities;FMI Country Report No. 22/209 Table 4a;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION. A comparer aux 15,5 Md USD annonces sur 3 a 5 ans. Environ 1,4 Md USD par an au taux de 23600 VND/USD [DERIVE]
Vietnam;Souverain;Charge d'interets du budget de l'Etat 2022 (FMI);105;milliers de milliards de VND;2022 - projection - poste Interest de la depense;FMI Country Report No. 22/209 Table 4a;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;PROJECTION
Vietnam;Operateur;Annee de bascule benefice vers perte d'EVN;2022;annee;2022 - activite production et vente d'electricite (SXKD dien);EVN Bao cao ket qua thuc hien ke hoach nam 2023 section III.3;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;Deduit du verbatim 'tiep tuc bi lo SXKD dien nam thu 2 lien tiep' (deuxieme annee consecutive de perte) ecrit pour 2023, ce qui place la premiere annee de perte en 2022 - l'annee meme de la signature
Vietnam;Operateur;Resultat net consolide EVN 2023;-26772214740575;VND;2023 - consolide (hop nhat) - Net profit after corporate income tax;EVN Annual Report 2024-2025 etats financiers consolides;https://en.evn.com.vn/d/en-US/news-bc/Annual-Report-2024-2025-60-13-501193;2026-09-08;POSTERIEUR a la signature. Fourni comme borne
Vietnam;Operateur;Resultat net consolide EVN 2024;8237825657079;VND;2024 - consolide (hop nhat);EVN Annual Report 2024-2025 etats financiers consolides;https://en.evn.com.vn/d/en-US/news-bc/Annual-Report-2024-2025-60-13-501193;2026-09-08;POSTERIEUR. Retour au benefice apres les hausses tarifaires de 2023
Vietnam;Operateur;Total actif consolide EVN 2023;648983458559899;VND;31/12/2023 - consolide - TOTAL ASSETS;EVN Annual Report 2024-2025 bilan consolide;https://en.evn.com.vn/d/en-US/news-bc/Annual-Report-2024-2025-60-13-501193;2026-09-08;DIVERGENCE avec le bilan de gestion EVN 2023 qui estime 630537 milliards de VND pour le meme poste au meme exercice. Estimation de gestion contre etats financiers
Vietnam;Operateur;Total passif consolide EVN 2023;452849245048528;VND;31/12/2023 - consolide - LIABILITIES;EVN Annual Report 2024-2025 bilan consolide;https://en.evn.com.vn/d/en-US/news-bc/Annual-Report-2024-2025-60-13-501193;2026-09-08;Dette financiere seule non isolee dans l'extrait disponible
Vietnam;Operateur;Capitaux propres consolides EVN 2023;196134213511369;VND;31/12/2023 - consolide - EQUITY;EVN Annual Report 2024-2025 bilan consolide;https://en.evn.com.vn/d/en-US/news-bc/Annual-Report-2024-2025-60-13-501193;2026-09-08;DIVERGENCE avec le bilan de gestion EVN 2023 qui donne 201535 milliards de VND
Vietnam;Operateur;Chiffre d'affaires electricite du groupe EVN 2023;497000;milliards de VND;2023 - estimation de gestion - tout le groupe;EVN Bao cao ket qua thuc hien ke hoach nam 2023 section 4.2;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;Estimation ('uoc dat'), +5,4 % par rapport a 2022
Vietnam;Operateur;Ratio dette sur EBITDA d'EVN;non calculable sans hypothese non sourcee;ratio;2021-2022;EVN etats financiers publies;https://en.evn.com.vn/d/en-US/news-bc/Annual-Report-2024-2025-60-13-501193;2026-09-08;EVN ne publie pas d'EBITDA et le compte de resultat consolide accessible n'isole pas amortissements et charges financieres dans l'extrait disponible
Vietnam;Operateur;Hausses tarifaires de 2023;+3 % le 04/05/2023 puis +4,5 % le 09/11/2023;variation du tarif moyen de detail;2023 - gia ban le dien binh quan;EVN Bao cao ket qua thuc hien ke hoach nam 2023 section III.3;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;POSTERIEURES a la signature. EVN ecrit que les deux hausses 'van khong du bu dap duoc chi phi san xuat dien' - toujours insuffisantes a couvrir le cout de production
Vietnam;Operateur;Reticence de l'Etat a garantir la dette des entreprises publiques energetiques;qualitatif;verbatim gouvernemental;2023-11-30 - contexte des decaissements MDB;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'giai ngan cho cac du an ha tang nang luong thuoc so huu nha nuoc thong qua MDB thuong yeu cau bao lanh no chinh phu, dieu ma Chinh phu dang kha do du boi vi nhung han che ve chinh sach doi voi no cong'
Vietnam;Operateur;Baisse des flux concessionnels vers les entreprises publiques energetiques;qualitatif;verbatim gouvernemental;depuis 2021 - suite au decret 114/2021/ND-CP du 16/12/2021;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'Ke tu khi Nghi dinh 114/2021/ND-CP duoc phe duyet vao nam 2021, dong von tai chinh uu dai cho cac DNNN nang luong cua Viet Nam da bi giam di'. Le decret est ANTERIEUR d'un an a la signature
Vietnam;Operateur;Eviction par la retrocession sur les limites sectorielles de credit domestiques;qualitatif;verbatim gouvernemental;2023-11-30;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'viec cho vay lai se duoc tinh vao gioi han nganh ap dung cho cac ngan hang thuong mai trong nuoc, dieu nay lam giam kha nang tai tro cho cac khoan dau tu khac trong cung linh vuc'
Vietnam;Operateur;Difficulte financiere d'EVN reconnue par le RMP;qualitatif;verbatim gouvernemental;2023-11-30;RMP MOIT chapitre 5;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'do EVN hien dang gap kho khan ve tai chinh do chi phi cua nhien lieu hoa thach quoc te o muc cao'
Vietnam;Operateur;Prets non garantis au taux commercial juges non attractifs pour EVN;qualitatif;verbatim gouvernemental;2023-11-30;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'cac khoan cho vay khong bao lanh nhung voi lai suat thuong mai quoc te se khong that su hap dan doi voi EVN. Chi phi nay khong hap dan boi vi EVN khong hoat dong manh me trong co che thi truong'
Vietnam;Operateur;Expression 'nguy co mat can doi tai chinh' appliquee a EVN;non trouve;expression;2022-2023;Recherche plein texte dans le RMP integral (248 p.), le rapport annuel EVN 2024-2025 et le bilan EVN 2023;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;NON TROUVE dans ces trois documents. Formulations voisines trouvees dans le bilan EVN 2023: 'EVN se kho can doi duoc tai chinh do tiep tuc chiu anh huong lon cua cac yeu to dau vao (nhu gia nhien lieu, ty gia)' et 'het suc nang ne trong ca 2 khia canh dam bao cung ung dien va can doi tai chinh'
Vietnam;Operateur;Volume d'investissement realise par le groupe EVN 2023;90997;milliards de VND;2023 - estimation de gestion - tout le groupe - 95,9 % du plan annuel;EVN Bao cao ket qua thuc hien ke hoach nam 2023 section 3;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;Environ 3,86 Md USD au taux de 23600 VND/USD [DERIVE - conversion, le document ne donne pas d'equivalent USD]. POSTERIEUR d'un an a la signature
Vietnam;Operateur;Montant decaisse par le groupe EVN sur ses investissements 2023;87545;milliards de VND;2023 - estimation de gestion - 92,3 % du plan annuel;EVN Bao cao ket qua thuc hien ke hoach nam 2023 section 3;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;Environ 3,71 Md USD au taux de 23600 VND/USD [DERIVE]. C'est la capacite de decaissement annuelle observee de l'operateur, toutes sources de financement confondues
Vietnam;Operateur;Plan d'investissement du groupe EVN pour 2024;101911;milliards de VND;2024 - plan - tout le groupe;EVN Bao cao ket qua thuc hien ke hoach nam 2023 partie 2 point v;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;Environ 4,32 Md USD au taux de 23600 VND/USD [DERIVE]
