pays,cohorte,cohorte_debut,cohorte_fin,perimetre,horizon_ans,n_activites,engage_MUSD_const2024,decaisse_cumul_MUSD_const2024,taux_pondere_pct,taux_median_activite_pct,taux_q1_activite_pct,taux_q3_activite_pct,activites_exclues_censure
VNM,2014-2017,2014,2017,"tous instruments, toutes modalites",3,103,3716.09,1487.09,40.02,73.54,5.61,100.0,0
VNM,2014-2017,2014,2017,"tous instruments, toutes modalites",4,103,3716.09,1709.58,46.0,78.27,11.33,100.0,0
VNM,2014-2017,2014,2017,"prets ODA, toutes modalites",0,17,2066.95,282.51,13.67,0.0,0.0,0.0,0
VNM,2014-2017,2014,2017,"prets ODA, toutes modalites",1,17,2066.95,590.08,28.55,0.12,0.0,37.22,0
VNM,2014-2017,2014,2017,"prets ODA, toutes modalites",2,17,2066.95,725.61,35.11,7.86,0.0,80.04,0
VNM,2014-2017,2014,2017,"prets ODA, toutes modalites",3,17,2066.95,841.05,40.69,34.45,1.68,89.17,0
VNM,2014-2017,2014,2017,"prets ODA, toutes modalites",4,17,2066.95,983.47,47.58,45.17,10.42,89.76,0
VNM,2014-2017,2014,2017,"dons ODA, toutes modalites",0,74,234.96,6.63,2.82,52.02,0.0,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, toutes modalites",1,74,234.96,12.69,5.4,81.49,0.0,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, toutes modalites",2,74,234.96,23.1,9.83,85.15,5.69,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, toutes modalites",3,74,234.96,31.33,13.34,89.48,16.57,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, toutes modalites",4,74,234.96,39.21,16.69,90.52,16.76,100.0,0
VNM,2014-2017,2014,2017,"prets ODA, type projet C01",0,15,2030.4,268.37,13.22,0.0,0.0,0.0,0
VNM,2014-2017,2014,2017,"prets ODA, type projet C01",1,15,2030.4,555.38,27.35,0.0,0.0,7.26,0
VNM,2014-2017,2014,2017,"prets ODA, type projet C01",2,15,2030.4,690.91,34.03,5.97,0.0,30.55,0
VNM,2014-2017,2014,2017,"prets ODA, type projet C01",3,15,2030.4,806.35,39.71,18.5,1.01,47.78,0
VNM,2014-2017,2014,2017,"prets ODA, type projet C01",4,15,2030.4,948.76,46.73,32.05,5.38,60.54,0
VNM,2014-2017,2014,2017,"dons ODA, type projet C01",0,45,79.63,4.59,5.77,14.6,0.0,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, type projet C01",1,45,79.63,10.05,12.63,40.12,0.0,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, type projet C01",2,45,79.63,19.59,24.6,51.24,0.0,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, type projet C01",3,45,79.63,27.09,34.03,65.71,0.0,100.0,0
VNM,2014-2017,2014,2017,"dons ODA, type projet C01",4,45,79.63,34.6,43.45,72.4,0.0,100.0,0
VNM,2014-2017,2014,2017,"tous instruments, type projet C01",0,71,3310.09,273.3,8.26,0.0,0.0,81.93,0
VNM,2014-2017,2014,2017,"tous instruments, type projet C01",1,71,3310.09,585.95,17.7,6.17,0.0,85.81,0
VNM,2014-2017,2014,2017,"tous instruments, type projet C01",2,71,3310.09,871.45,26.33,19.5,0.0,94.56,0
VNM,2014-2017,2014,2017,"tous instruments, type projet C01",3,71,3310.09,1211.18,36.59,37.34,0.05,97.76,0
VNM,2014-2017,2014,2017,"tous instruments, type projet C01",4,71,3310.09,1433.31,43.3,46.93,0.16,97.76,0
VNM,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",0,2,36.56,14.14,38.69,47.18,23.59,70.77,0
VNM,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",1,2,36.56,34.7,94.93,94.84,94.6,95.08,0
VNM,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",2,2,36.56,34.7,94.93,94.84,94.6,95.08,0
VNM,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",3,2,36.56,34.7,94.93,94.84,94.6,95.08,0
VNM,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",4,2,36.56,34.7,94.93,94.84,94.6,95.08,0
VNM,2018-2021,2018,2021,"tous instruments, toutes modalites",0,91,1640.34,224.67,13.7,36.59,0.0,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, toutes modalites",1,91,1640.34,425.48,25.94,87.1,17.05,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, toutes modalites",2,91,1640.34,620.97,37.86,92.4,39.37,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, toutes modalites",3,91,1640.34,879.02,53.59,96.01,50.38,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, toutes modalites",4,64,1241.3,757.03,60.99,95.93,44.23,100.0,27
VNM,2018-2021,2018,2021,"prets ODA, toutes modalites",0,8,296.16,19.68,6.65,0.0,0.0,0.0,0
VNM,2018-2021,2018,2021,"prets ODA, toutes modalites",1,8,296.16,121.75,41.11,95.84,36.68,98.31,0
VNM,2018-2021,2018,2021,"prets ODA, toutes modalites",2,8,296.16,148.9,50.28,95.84,69.43,98.31,0
VNM,2018-2021,2018,2021,"prets ODA, toutes modalites",3,8,296.16,207.02,69.9,95.84,83.21,98.31,0
VNM,2018-2021,2018,2021,"prets ODA, toutes modalites",4,3,52.61,49.71,94.48,95.84,94.66,95.84,5
VNM,2018-2021,2018,2021,"dons ODA, toutes modalites",0,61,272.55,14.64,5.37,38.0,1.98,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, toutes modalites",1,61,272.55,22.47,8.25,82.92,28.68,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, toutes modalites",2,61,272.55,32.68,11.99,83.27,50.91,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, toutes modalites",3,61,272.55,36.14,13.26,96.01,67.72,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, toutes modalites",4,46,244.61,18.4,7.52,95.82,54.88,100.0,15
VNM,2018-2021,2018,2021,"prets ODA, type projet C01",0,4,222.28,19.68,8.85,0.0,0.0,25.43,0
VNM,2018-2021,2018,2021,"prets ODA, type projet C01",1,4,222.28,49.52,22.28,27.67,9.48,59.7,0
VNM,2018-2021,2018,2021,"prets ODA, type projet C01",2,4,222.28,76.67,34.49,53.28,19.57,89.61,0
VNM,2018-2021,2018,2021,"prets ODA, type projet C01",3,4,222.28,134.79,60.64,72.95,51.4,95.53,0
VNM,2018-2021,2018,2021,"prets ODA, type projet C01",4,1,30.13,28.16,93.47,93.47,93.47,93.47,3
VNM,2018-2021,2018,2021,"dons ODA, type projet C01",0,37,88.36,13.15,14.88,28.27,0.0,83.27,0
VNM,2018-2021,2018,2021,"dons ODA, type projet C01",1,37,88.36,20.38,23.06,62.19,28.51,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, type projet C01",2,37,88.36,29.96,33.91,82.89,37.63,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, type projet C01",3,37,88.36,33.03,37.38,83.27,37.63,100.0,0
VNM,2018-2021,2018,2021,"dons ODA, type projet C01",4,22,60.42,15.14,25.06,83.23,1.77,100.0,15
VNM,2018-2021,2018,2021,"tous instruments, type projet C01",0,59,778.06,128.59,16.53,28.27,0.0,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, type projet C01",1,59,778.06,205.17,26.37,62.19,9.06,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, type projet C01",2,59,778.06,241.9,31.09,83.19,12.23,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, type projet C01",3,59,778.06,315.62,40.56,87.1,24.38,100.0,0
VNM,2018-2021,2018,2021,"tous instruments, type projet C01",4,34,430.41,128.92,29.95,85.19,0.19,100.0,25
VNM,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",0,4,73.88,0.0,0.0,0.0,0.0,0.0,0
VNM,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",1,4,73.88,72.23,97.76,96.51,95.84,98.6,0
VNM,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",2,4,73.88,72.23,97.76,96.51,95.84,98.6,0
VNM,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",3,4,73.88,72.23,97.76,96.51,95.84,98.6,0
VNM,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",4,2,22.49,21.55,95.84,95.84,95.84,95.84,2
VNM,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",0,46,299.9,50.36,16.79,21.42,0.0,96.33,0
VNM,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",1,46,299.9,139.95,46.67,92.8,10.38,100.0,0
VNM,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",2,23,238.4,103.25,43.31,42.68,26.5,100.0,23
VNM,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",0,2,122.76,1.33,1.08,0.72,0.36,1.08,0
VNM,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",1,2,122.76,36.37,29.63,52.22,30.11,74.33,0
VNM,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",2,1,92.74,20.2,21.79,21.79,21.79,21.79,1
VNM,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",0,35,56.78,14.52,25.57,27.46,0.0,69.21,0
VNM,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",1,35,56.78,31.79,55.99,84.4,11.66,100.0,0
VNM,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",2,18,32.52,15.42,47.4,42.62,27.06,100.0,17
VNM,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",0,1,92.74,1.33,1.44,1.44,1.44,1.44,0
VNM,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",1,1,92.74,7.42,8.0,8.0,8.0,8.0,0
VNM,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",2,1,92.74,20.2,21.79,21.79,21.79,21.79,0
VNM,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",0,29,46.31,13.78,29.76,27.46,0.0,69.14,0
VNM,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",1,29,46.31,22.4,48.39,69.28,14.22,100.0,0
VNM,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",2,15,22.96,6.85,29.83,42.56,27.12,93.23,14
VNM,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",0,38,259.13,49.36,19.05,21.42,0.0,81.32,0
VNM,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",1,38,259.13,101.34,39.11,86.26,10.38,100.0,0
VNM,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",2,20,228.84,94.69,41.38,42.62,26.75,100.0,18
VNM,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",0,1,30.02,0.0,0.0,0.0,0.0,0.0,0
VNM,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",1,1,30.02,28.95,96.45,96.45,96.45,96.45,0
VNM,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",0,382,11657.85,1166.99,10.01,41.8,0.0,100.0,0
VNM,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",1,382,11657.85,2574.61,22.08,83.23,1.14,100.0,0
VNM,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",2,382,11657.85,3710.6,31.83,89.24,9.24,100.0,0
VNM,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",3,382,11657.85,5240.23,44.95,93.28,20.13,100.0,0
VNM,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",4,382,11657.85,6075.78,52.12,94.71,26.09,100.0,0
VNM,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",0,55,5908.08,643.37,10.89,0.0,0.0,0.0,0
VNM,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",1,55,5908.08,1443.64,24.43,3.87,0.0,38.7,0
VNM,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",2,55,5908.08,2017.73,34.15,11.85,0.03,72.87,0
VNM,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",3,55,5908.08,2492.96,42.2,34.45,1.73,93.28,0
VNM,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",4,55,5908.08,2920.18,49.43,55.02,6.41,93.28,0
VNM,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",0,285,596.53,55.09,9.24,81.23,0.0,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",1,285,596.53,72.09,12.08,98.31,16.98,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",2,285,596.53,91.62,15.36,98.67,37.63,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",3,285,596.53,107.11,17.95,98.79,40.12,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",4,285,596.53,121.45,20.36,98.79,45.11,100.0,0
VNM,reference 2006-2020,2006,2020,"prets ODA, type projet C01",0,45,5350.21,345.05,6.45,0.0,0.0,0.0,0
VNM,reference 2006-2020,2006,2020,"prets ODA, type projet C01",1,45,5350.21,1067.12,19.95,0.7,0.0,10.79,0
VNM,reference 2006-2020,2006,2020,"prets ODA, type projet C01",2,45,5350.21,1641.22,30.68,8.74,0.0,52.66,0
VNM,reference 2006-2020,2006,2020,"prets ODA, type projet C01",3,45,5350.21,2116.45,39.56,18.5,0.44,75.4,0
VNM,reference 2006-2020,2006,2020,"prets ODA, type projet C01",4,45,5350.21,2543.66,47.54,31.61,0.44,86.06,0
VNM,reference 2006-2020,2006,2020,"dons ODA, type projet C01",0,151,216.59,39.78,18.36,56.68,0.0,99.07,0
VNM,reference 2006-2020,2006,2020,"dons ODA, type projet C01",1,151,216.59,50.07,23.12,88.03,0.93,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, type projet C01",2,151,216.59,63.06,29.11,94.71,7.45,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, type projet C01",3,151,216.59,74.12,34.22,97.69,14.21,100.0,0
VNM,reference 2006-2020,2006,2020,"dons ODA, type projet C01",4,151,216.59,84.55,39.03,97.83,14.38,100.0,0
VNM,reference 2006-2020,2006,2020,"tous instruments, type projet C01",0,223,8369.99,418.86,5.0,4.09,0.0,98.79,0
VNM,reference 2006-2020,2006,2020,"tous instruments, type projet C01",1,223,8369.99,1361.77,16.27,33.94,0.0,99.06,0
VNM,reference 2006-2020,2006,2020,"tous instruments, type projet C01",2,223,8369.99,2213.05,26.44,54.75,0.37,99.06,0
VNM,reference 2006-2020,2006,2020,"tous instruments, type projet C01",3,223,8369.99,3472.41,41.49,72.4,1.73,99.07,0
VNM,reference 2006-2020,2006,2020,"tous instruments, type projet C01",4,223,8369.99,4137.97,49.44,79.91,3.81,99.07,0
VNM,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",0,9,377.25,298.32,79.08,0.0,0.0,99.49,0
VNM,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",1,9,377.25,376.52,99.81,97.31,95.84,99.49,0
VNM,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",2,9,377.25,376.52,99.81,97.31,95.84,99.49,0
VNM,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",3,9,377.25,376.52,99.81,97.31,95.84,99.49,0
VNM,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",4,9,377.25,376.52,99.81,97.31,95.84,99.49,0
ZAF,2006-2009,2006,2009,"tous instruments, toutes modalites",0,53,3200.56,12.57,0.39,98.44,10.02,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, toutes modalites",1,53,3200.56,16.53,0.52,100.0,45.42,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, toutes modalites",2,53,3200.56,20.27,0.63,100.0,50.41,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, toutes modalites",3,53,3200.56,20.89,0.65,100.0,61.48,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, toutes modalites",4,53,3200.56,20.72,0.65,100.0,61.48,100.0,0
ZAF,2006-2009,2006,2009,"prets ODA, toutes modalites",0,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, toutes modalites",1,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, toutes modalites",2,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, toutes modalites",3,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, toutes modalites",4,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"dons ODA, toutes modalites",0,49,18.6,4.01,21.58,100.0,19.61,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, toutes modalites",1,49,18.6,7.97,42.86,100.0,50.41,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, toutes modalites",2,49,18.6,11.71,62.97,100.0,70.81,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, toutes modalites",3,49,18.6,12.34,66.33,100.0,79.86,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, toutes modalites",4,49,18.6,12.17,65.42,100.0,79.86,100.0,0
ZAF,2006-2009,2006,2009,"prets ODA, type projet C01",0,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, type projet C01",1,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, type projet C01",2,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, type projet C01",3,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"prets ODA, type projet C01",4,2,87.32,8.56,9.8,50.0,25.0,75.0,0
ZAF,2006-2009,2006,2009,"dons ODA, type projet C01",0,9,1.39,0.03,2.39,48.48,0.0,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, type projet C01",1,9,1.39,0.23,16.8,90.44,48.48,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, type projet C01",2,9,1.39,0.53,37.99,90.44,48.48,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, type projet C01",3,9,1.39,0.92,66.24,90.44,79.86,100.0,0
ZAF,2006-2009,2006,2009,"dons ODA, type projet C01",4,9,1.39,0.92,66.24,90.44,79.86,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, type projet C01",0,11,88.71,8.59,9.68,48.48,0.0,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, type projet C01",1,11,88.71,8.79,9.91,90.44,31.25,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, type projet C01",2,11,88.71,9.09,10.24,90.44,45.36,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, type projet C01",3,11,88.71,9.48,10.69,90.44,64.17,100.0,0
ZAF,2006-2009,2006,2009,"tous instruments, type projet C01",4,11,88.71,9.48,10.69,90.44,64.17,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, toutes modalites",0,87,5249.23,514.03,9.79,52.85,0.0,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, toutes modalites",1,87,5249.23,806.03,15.36,88.67,1.24,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, toutes modalites",2,87,5249.23,1358.51,25.88,88.87,5.3,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, toutes modalites",3,87,5249.23,1678.66,31.98,91.49,8.5,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, toutes modalites",4,87,5249.23,2479.04,47.23,91.49,10.01,100.0,0
ZAF,2010-2013,2010,2013,"prets ODA, toutes modalites",0,5,366.9,0.0,0.0,0.0,0.0,0.0,0
ZAF,2010-2013,2010,2013,"prets ODA, toutes modalites",1,5,366.9,56.98,15.53,0.0,0.0,58.85,0
ZAF,2010-2013,2010,2013,"prets ODA, toutes modalites",2,5,366.9,59.06,16.1,0.0,0.0,58.85,0
ZAF,2010-2013,2010,2013,"prets ODA, toutes modalites",3,5,366.9,68.06,18.55,6.85,0.0,97.45,0
ZAF,2010-2013,2010,2013,"prets ODA, toutes modalites",4,5,366.9,69.91,19.05,9.87,0.0,97.45,0
ZAF,2010-2013,2010,2013,"dons ODA, toutes modalites",0,67,62.25,11.81,18.97,81.46,0.0,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, toutes modalites",1,67,62.25,19.23,30.89,93.63,8.45,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, toutes modalites",2,67,62.25,29.76,47.81,93.63,16.29,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, toutes modalites",3,67,62.25,36.66,58.89,93.63,20.9,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, toutes modalites",4,67,62.25,37.36,60.02,95.03,20.9,100.0,0
ZAF,2010-2013,2010,2013,"prets ODA, type projet C01",0,5,366.9,0.0,0.0,0.0,0.0,0.0,0
ZAF,2010-2013,2010,2013,"prets ODA, type projet C01",1,5,366.9,56.98,15.53,0.0,0.0,58.85,0
ZAF,2010-2013,2010,2013,"prets ODA, type projet C01",2,5,366.9,59.06,16.1,0.0,0.0,58.85,0
ZAF,2010-2013,2010,2013,"prets ODA, type projet C01",3,5,366.9,68.06,18.55,6.85,0.0,97.45,0
ZAF,2010-2013,2010,2013,"prets ODA, type projet C01",4,5,366.9,69.91,19.05,9.87,0.0,97.45,0
ZAF,2010-2013,2010,2013,"dons ODA, type projet C01",0,41,57.89,10.38,17.92,82.0,0.0,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, type projet C01",1,41,57.89,17.69,30.55,91.0,10.16,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, type projet C01",2,41,57.89,28.22,48.75,91.0,20.65,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, type projet C01",3,41,57.89,35.12,60.67,92.71,34.64,100.0,0
ZAF,2010-2013,2010,2013,"dons ODA, type projet C01",4,41,57.89,35.82,61.88,93.63,34.64,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, type projet C01",0,58,1040.51,96.65,9.29,74.01,0.0,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, type projet C01",1,58,1040.51,169.09,16.25,88.43,0.62,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, type projet C01",2,58,1040.51,181.69,17.46,88.77,4.38,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, type projet C01",3,58,1040.51,197.6,18.99,91.86,7.68,100.0,0
ZAF,2010-2013,2010,2013,"tous instruments, type projet C01",4,58,1040.51,200.15,19.24,92.32,9.94,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, toutes modalites",0,69,1893.84,556.87,29.4,49.99,0.0,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, toutes modalites",1,69,1893.84,884.81,46.72,86.38,9.6,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, toutes modalites",2,69,1893.84,961.08,50.75,91.63,9.6,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, toutes modalites",3,69,1893.84,1030.45,54.41,96.41,9.6,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, toutes modalites",4,69,1893.84,1034.5,54.62,96.41,9.6,100.0,0
ZAF,2014-2017,2014,2017,"prets ODA, toutes modalites",0,7,1086.85,459.25,42.26,31.14,0.0,63.27,0
ZAF,2014-2017,2014,2017,"prets ODA, toutes modalites",1,7,1086.85,761.85,70.1,37.42,15.57,85.28,0
ZAF,2014-2017,2014,2017,"prets ODA, toutes modalites",2,7,1086.85,826.13,76.01,70.69,15.57,85.28,0
ZAF,2014-2017,2014,2017,"prets ODA, toutes modalites",3,7,1086.85,884.8,81.41,76.55,15.57,96.72,0
ZAF,2014-2017,2014,2017,"prets ODA, toutes modalites",4,7,1086.85,884.8,81.41,76.55,15.57,96.72,0
ZAF,2014-2017,2014,2017,"dons ODA, toutes modalites",0,50,104.86,47.91,45.69,66.45,4.4,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, toutes modalites",1,50,104.86,60.78,57.97,100.0,21.4,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, toutes modalites",2,50,104.86,72.78,69.4,100.0,25.83,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, toutes modalites",3,50,104.86,81.12,77.36,100.0,25.83,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, toutes modalites",4,50,104.86,85.18,81.23,100.0,25.83,100.0,0
ZAF,2014-2017,2014,2017,"prets ODA, type projet C01",0,7,1086.85,459.25,42.26,31.14,0.0,63.27,0
ZAF,2014-2017,2014,2017,"prets ODA, type projet C01",1,7,1086.85,761.85,70.1,37.42,15.57,85.28,0
ZAF,2014-2017,2014,2017,"prets ODA, type projet C01",2,7,1086.85,826.13,76.01,70.69,15.57,85.28,0
ZAF,2014-2017,2014,2017,"prets ODA, type projet C01",3,7,1086.85,884.8,81.41,76.55,15.57,96.72,0
ZAF,2014-2017,2014,2017,"prets ODA, type projet C01",4,7,1086.85,884.8,81.41,76.55,15.57,96.72,0
ZAF,2014-2017,2014,2017,"dons ODA, type projet C01",0,42,103.54,46.75,45.15,41.23,1.26,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, type projet C01",1,42,103.54,59.5,57.47,100.0,17.83,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, type projet C01",2,42,103.54,71.49,69.05,100.0,17.83,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, type projet C01",3,42,103.54,79.84,77.11,100.0,17.83,100.0,0
ZAF,2014-2017,2014,2017,"dons ODA, type projet C01",4,42,103.54,83.75,80.89,100.0,17.83,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, type projet C01",0,61,1892.52,555.71,29.36,37.36,0.0,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, type projet C01",1,61,1892.52,883.52,46.68,70.92,0.26,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, type projet C01",2,61,1892.52,959.8,50.72,76.55,0.26,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, type projet C01",3,61,1892.52,1029.16,54.38,94.0,0.26,100.0,0
ZAF,2014-2017,2014,2017,"tous instruments, type projet C01",4,61,1892.52,1033.08,54.59,94.0,0.26,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, toutes modalites",0,73,1368.12,74.26,5.43,25.0,0.0,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, toutes modalites",1,73,1368.12,238.1,17.4,82.54,0.0,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, toutes modalites",2,73,1368.12,257.98,18.86,95.7,27.0,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, toutes modalites",3,73,1368.12,320.06,23.39,96.77,27.0,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, toutes modalites",4,58,1247.76,239.22,19.17,98.62,25.5,100.0,15
ZAF,2018-2021,2018,2021,"prets ODA, toutes modalites",0,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, toutes modalites",1,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, toutes modalites",2,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, toutes modalites",3,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, toutes modalites",4,6,677.31,16.15,2.38,0.0,0.0,3.21,0
ZAF,2018-2021,2018,2021,"dons ODA, toutes modalites",0,39,87.52,5.27,6.02,47.36,0.0,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, toutes modalites",1,39,87.52,13.74,15.7,72.12,12.83,100.0,0
