event_id,project_id,country,event_date,scope,financial_status,funder,window,instrument,amount_original,currency_original,amount_usd,conversion_method,source_id,document_sha256,locator,verification_status,notes
zaf-register-nl001-4-2026-03-30,zaf-register-nl001-4,ZAF,2023-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,24000,EUR,25920,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.4",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-nl001-5-2026-03-30,zaf-register-nl001-5,ZAF,2024-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,620000,EUR,669600,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.5",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-nl001-6-2026-03-30,zaf-register-nl001-6,ZAF,2024-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,930500,EUR,1004940.0000000001,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.6",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-nl001-7-2026-03-30,zaf-register-nl001-7,ZAF,2023-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,24500,EUR,26460,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.7",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-nl001-8-2026-03-30,zaf-register-nl001-8,ZAF,2024-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,14025,EUR,15147.000000000002,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.8",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-nl001-9-2026-03-30,zaf-register-nl001-9,ZAF,2024-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,39000,EUR,42120,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL001.9",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-nl002-2026-03-30,zaf-register-nl002,ZAF,2022-11-15,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,172759.78231292518,EUR,186580.5648979592,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL002",official_register,Status=D. Completed; Institutional / South African Partner=SAIIA Youth; project implementation status is not treated as disbursement evidence
zaf-register-nl003-2026-03-30,zaf-register-nl003,ZAF,2023-01-01,jetp_strict,signed,Netherlands,Municipalities,Grants,1729400,EUR,1867752.0000000002,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL003",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=Department of Water and Sanitation, COGTA, SALGA, MISA, Municipalities; project implementation status is not treated as disbursement evidence"
zaf-register-nl004-2026-03-30,zaf-register-nl004,ZAF,2023-01-01,jetp_strict,signed,Netherlands,Green hydrogen,Grants,50000000,EUR,54000000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL004",official_register,Status=C. Implementation Phase; Institutional / South African Partner=IDC; project implementation status is not treated as disbursement evidence
zaf-register-nl005-2026-03-30,zaf-register-nl005,ZAF,2022-01-01,jetp_strict,signed,Netherlands,Green hydrogen,Grants,2000000,EUR,2160000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL005",official_register,"Status=C. Implementation Phase; Institutional / South African Partner=Wesgro, NCEDA, Presidency, CSIR; project implementation status is not treated as disbursement evidence"
zaf-register-nl006-2026-03-30,zaf-register-nl006,ZAF,2023-01-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,355606,EUR,384054.48000000004,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL006",official_register,Status=C. Implementation Phase; Institutional / South African Partner=To be identified; project implementation status is not treated as disbursement evidence
zaf-register-nl007-2026-03-30,zaf-register-nl007,ZAF,2025-01-01,jetp_strict,signed,Netherlands,Skills,Grants,99417,EUR,85896.72,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL007",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-nl008-2026-03-30,zaf-register-nl008,ZAF,2025-03-14,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,12500,EUR,13500,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL008",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-nl009-2026-03-30,zaf-register-nl009,ZAF,2025-12-05,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,24762,EUR,26742.960000000003,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL009",official_register,Status=B. Approved; project implementation status is not treated as disbursement evidence
zaf-register-nl010-2026-03-30,zaf-register-nl010,ZAF,2025-09-15,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,32500,EUR,35100,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL010",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-nl011-2026-03-30,zaf-register-nl011,ZAF,2026-02-01,jetp_strict,signed,Netherlands,JT-Mpumalanga,Grants,60000,EUR,64800.00000000001,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL011",official_register,Status=A. Planned; project implementation status is not treated as disbursement evidence
zaf-register-nl012-2026-03-30,zaf-register-nl012,ZAF,2026-10-08,jetp_strict,signed,Netherlands,Municipalities,Grants,27500000,EUR,29700000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID NL012",official_register,"Status=B. Approved; Institutional / South African Partner=City of Johannesburg, National Treasury, DFFE, Infrastructure Fund; project implementation status is not treated as disbursement evidence"
zaf-register-sw001-2026-03-30,zaf-register-sw001,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Municipalities,Grants,1000000,CHF,1110000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW001",official_register,Status=C. Implementation Phase; Disbursement Channel=INCA Municipal Debt Fund & INCA Capacity Building Fund; Co-Financing: Name=INCA Portfolio Managers; Institutional / South African Partner=Beneficiary municipalities; project implementation status is not treated as disbursement evidence
zaf-register-sw002-2026-03-30,zaf-register-sw002,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Municipalities,Grants,2234710.28,CHF,2480528.4108,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW002",official_register,"Status=C. Implementation Phase; Disbursement Channel=iLembe Municipalities; Co-Financing: Name=iLembe Municipalities; Institutional / South African Partner=National Treasury, KZN DEDTEA; project implementation status is not treated as disbursement evidence"
zaf-register-sw003-2026-03-30,zaf-register-sw003,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Municipalities,Grants,7010000,CHF,7781100.000000001,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW003",official_register,Status=C. Implementation Phase; Disbursement Channel=Service Provider; Co-Financing: Name=National Treasury; Institutional / South African Partner=National Treasury; project implementation status is not treated as disbursement evidence
zaf-register-sw004-2026-03-30,zaf-register-sw004,ZAF,2022-06-01,jetp_strict,signed,Switzerland,Skills,Grants,4950000,CHF,5494500.000000001,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW004",official_register,"Status=C. Implementation Phase; Disbursement Channel=GIZ; Co-Financing: Name=GIZ, EU; Institutional / South African Partner=Department of Higher Education & Training; project implementation status is not treated as disbursement evidence"
zaf-register-sw005-2026-03-30,zaf-register-sw005,ZAF,2022-01-01,jetp_strict,signed,Switzerland,Electricity,Grants,1000000,CHF,1110000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW005",official_register,Status=C. Implementation Phase; Disbursement Channel=GIZ; Co-Financing: Name=GIZ; Institutional / South African Partner=Department of Electricity & Energy; project implementation status is not treated as disbursement evidence
zaf-register-sw006-2026-03-30,zaf-register-sw006,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Municipalities,Grants,8105000,CHF,8996550,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW006",official_register,"Status=C. Implementation Phase; Disbursement Channel=World Bank; Co-Financing: Name=World Bank, National Treasury; Institutional / South African Partner=National Treasury; project implementation status is not treated as disbursement evidence"
zaf-register-sw007-2026-03-30,zaf-register-sw007,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Electricity,Grants,1000000,CHF,1110000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW007",official_register,"Status=C. Implementation Phase; Disbursement Channel=UNIDO; Co-Financing: Name=UNIDO; Institutional / South African Partner=Department of Trade, Industry & Competition; project implementation status is not treated as disbursement evidence"
zaf-register-sw008-2026-03-30,zaf-register-sw008,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Electricity,Grants,3300000,CHF,3663000.0000000005,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW008",official_register,"Status=C. Implementation Phase; Disbursement Channel=IFC; Co-Financing: Name=IFC; Institutional / South African Partner=Department of Trade, Industry & Competition; project implementation status is not treated as disbursement evidence"
zaf-register-sw009-2026-03-30,zaf-register-sw009,ZAF,2021-11-01,jetp_strict,signed,Switzerland,Municipalities,Grants,6499999.999999999,CHF,7215000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW009",official_register,"Status=C. Implementation Phase; Disbursement Channel=IFC; Co-Financing: Name=Cities, private sector; Institutional / South African Partner=Beneficiary municipalities; project implementation status is not treated as disbursement evidence"
zaf-register-uk001-2026-03-30,zaf-register-uk001,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Electricity,Grants,5500000,USD,5500000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK001",official_register,Status=C. Implementation Phase; Institutional / South African Partner=Presidential Climate Commission (PCC); project implementation status is not treated as disbursement evidence
zaf-register-uk002-2026-03-30,zaf-register-uk002,ZAF,2022-01-01,jetp_strict,signed,United Kingdom,Electricity,Grants,1380000,USD,1065000,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK002",official_register,Status=C. Implementation Phase; Institutional / South African Partner=Presidential Climate Commission (PCC); project implementation status is not treated as disbursement evidence
zaf-register-uk003-2026-03-30,zaf-register-uk003,ZAF,2022-01-01,jetp_strict,signed,United Kingdom,Electricity,Grants,94167,GBP,117708.75,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK003",official_register,Status=D. Completed; Institutional / South African Partner=City of Cape Town; project implementation status is not treated as disbursement evidence
zaf-register-uk005-2026-03-30,zaf-register-uk005,ZAF,2023-01-01,jetp_strict,signed,United Kingdom,Electricity,Grants,132383.56,GBP,165479.45,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK005",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Trade, Industry and Competition (DTIC); project implementation status is not treated as disbursement evidence"
zaf-register-uk006-2026-03-30,zaf-register-uk006,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,JT-Mpumalanga,Grants,346136,GBP,432670,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK006",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Forestry, Fisheries and the Environment (DFFE), Mpumalanga Provincial Government; project implementation status is not treated as disbursement evidence"
zaf-register-uk007-2026-03-30,zaf-register-uk007,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,JT-Mpumalanga,Grants,516249,GBP,645311.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK007",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Forestry, Fisheries and the Enviornment (DFFE); project implementation status is not treated as disbursement evidence"
zaf-register-uk008-2026-03-30,zaf-register-uk008,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,JT-Mpumalanga,Grants,1388519,GBP,1749533.94,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK008",official_register,Status=C. Implementation Phase; Institutional / South African Partner=Low carbon businesses; project implementation status is not treated as disbursement evidence
zaf-register-uk009-2026-03-30,zaf-register-uk009,ZAF,2021-02-01,jetp_strict,signed,United Kingdom,JT-Mpumalanga,Grants,1310078,GBP,1650698.28,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK009",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk011-2026-03-30,zaf-register-uk011,ZAF,2021-02-01,jetp_strict,signed,United Kingdom,JT-Mpumalanga,Grants,253622,GBP,317027.5,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK011",official_register,Status=D. Completed; Institutional / South African Partner=eMalahleni and Steve Tshwete Local Municipalities; project implementation status is not treated as disbursement evidence
zaf-register-uk012-2026-03-30,zaf-register-uk012,ZAF,2022-01-01,jetp_strict,signed,United Kingdom,Electricity,Grants,265000,GBP,331250,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK012",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk013-2026-03-30,zaf-register-uk013,ZAF,2023-02-01,jetp_strict,signed,United Kingdom,Electricity,Grants,18027,GBP,22533.75,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK013",official_register,Status=D. Completed; Institutional / South African Partner=Northern Cape Provincial Government; project implementation status is not treated as disbursement evidence
zaf-register-uk014-2026-03-30,zaf-register-uk014,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Municipalities,Grants,123104,GBP,153880,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK014",official_register,"Status=D. Completed; Institutional / South African Partner=King Sabata Dalindyebo, Matzikama, Ray Nkonyeni and Walter Sisuslu Local Municipalities, Development Bank of Southern Africa (DBSA); project implementation status is not treated as disbursement evidence"
zaf-register-uk015-2026-03-30,zaf-register-uk015,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Municipalities,Grants,150227,GBP,187783.75,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK015",official_register,Status=D. Completed; Institutional / South African Partner=eThekwini Metropolitan Municipality; project implementation status is not treated as disbursement evidence
zaf-register-uk016-2026-03-30,zaf-register-uk016,ZAF,2022-11-01,jetp_strict,signed,United Kingdom,Municipalities,Grants,302849,GBP,378561.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK016",official_register,Status=D. Completed; Institutional / South African Partner=City of Johannesburg; project implementation status is not treated as disbursement evidence
zaf-register-uk017-2026-03-30,zaf-register-uk017,ZAF,2022-11-01,jetp_strict,signed,United Kingdom,Municipalities,Grants,5130000,GBP,6463800,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK017",official_register,"Status=D. Completed; Institutional / South African Partner=City of Johannesburg ,Tshwane, Cape Town, Mbombela and Drakenstein; project implementation status is not treated as disbursement evidence"
zaf-register-uk018-2026-03-30,zaf-register-uk018,ZAF,2022-01-01,jetp_strict,signed,United Kingdom,Municipalities,Grants,411630,GBP,514537.5,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK018",official_register,Status=D. Completed; Institutional / South African Partner=City of Cape Town; project implementation status is not treated as disbursement evidence
zaf-register-uk019-2026-03-30,zaf-register-uk019,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,NEVs,Grants,302042,GBP,377552.5,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK019",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Transport (DoT), Department of Forestry, Fisheries and the Environment (DFFE) and Western Cape Provincial Government (year 1) Tshwane, eThekwini and Nelson Mandela Bay Municipalities (year 2); project implementation status is not treated as disbursement evidence"
zaf-register-uk020-2026-03-30,zaf-register-uk020,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,NEVs,Grants,148173,GBP,185216.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK020",official_register,Status=D. Completed; Institutional / South African Partner=City of Johannesburg; project implementation status is not treated as disbursement evidence
zaf-register-uk021-2026-03-30,zaf-register-uk021,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Green hydrogen,Grants,1617324.7830763136,GBP,2021655.978845392,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK021",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk022-2026-03-30,zaf-register-uk022,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,246189,GBP,307736.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK022",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Science and Innovation (DSI); Department of Higher Education and Training (DHET), Energy and Water SETA (EW SETA); project implementation status is not treated as disbursement evidence"
zaf-register-uk023-2026-03-30,zaf-register-uk023,ZAF,2022-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,238906,GBP,298632.5,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK023",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk024-2026-03-30,zaf-register-uk024,ZAF,2022-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,76615,GBP,95768.75,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK024",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk025-2026-03-30,zaf-register-uk025,ZAF,2022-10-01,jetp_strict,signed,United Kingdom,Electricity,Grants,199211,GBP,249013.75,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK025",official_register,Status=D. Completed; Institutional / South African Partner=Presidential Climate Commission (PCC); project implementation status is not treated as disbursement evidence
zaf-register-uk026-2026-03-30,zaf-register-uk026,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,522520,ZAR,30646.354607700545,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK026",official_register,Status=D. Completed; Institutional / South African Partner=Presidential Climate Commission (PCC); project implementation status is not treated as disbursement evidence
zaf-register-uk027-2026-03-30,zaf-register-uk027,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,39185,GBP,48981.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK027",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Science and Innovation (DSI), South African National Energy Development Institute (SANEDI); project implementation status is not treated as disbursement evidence"
zaf-register-uk028-2026-03-30,zaf-register-uk028,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,184498,GBP,230622.5,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK028",official_register,"Status=D. Completed; Institutional / South African Partner=Department of Science and Innovation (DSI), South African National Energy Development Institute (SANEDI); project implementation status is not treated as disbursement evidence"
zaf-register-uk029-2026-03-30,zaf-register-uk029,ZAF,2023-01-01,jetp_strict,signed,United Kingdom,Skills,Grants,70000,GBP,87500,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK029",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk030-2026-03-30,zaf-register-uk030,ZAF,2021-11-01,jetp_strict,signed,United Kingdom,Skills,Grants,951443.548,GBP,1198818.87048,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK030",official_register,Status=C. Implementation Phase; project implementation status is not treated as disbursement evidence
zaf-register-uk031-2026-03-30,zaf-register-uk031,ZAF,2023-08-01,jetp_strict,signed,United Kingdom,Skills,Grants,585121,GBP,731401.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK031",official_register,Status=D. Completed; Institutional / South African Partner=UCT; project implementation status is not treated as disbursement evidence
zaf-register-uk033-2026-03-30,zaf-register-uk033,ZAF,2023-09-01,jetp_strict,signed,United Kingdom,JT-Mpumalanga,Grants,98795.5,GBP,123494.375,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK033",official_register,Status=D. Completed; project implementation status is not treated as disbursement evidence
zaf-register-uk034-2026-03-30,zaf-register-uk034,ZAF,2024-03-01,jetp_strict,signed,United Kingdom,Municipalities,Grants,451633,GBP,564541.25,JET PMU reported USD equivalent at 2026-03-30,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK034",official_register,Status=D. Completed; Institutional / South African Partner=South African Local Government Association (SALGA); project implementation status is not treated as disbursement evidence
