source_id,country,authority_category,publisher,source_type,title,published_date,url,project_id,expected_format,priority,active,notes
vnm-evn-cdp-bac-ai-2025,VNM,operator,Vietnam Electricity,official_news,EVN and CDP sign letter of intent on Bac Ai pumped-storage hydropower,2025-09-04,https://en.evn.com.vn/d/en-US/news/EVN-and-Italys-CDP-sign-letter-of-intent-on-Vietnams-first-pumped-storage-hydropower-project-60-12-500957,vnm-project-bac-ai-pumped-hydro,html,1,true,Direct operator announcement records the CDP letter of intent and the six-DFI term sheet signed on 12 May 2025
vnm-eib-bac-ai-package-2025,VNM,multilateral_funder,European Investment Bank,official_news,EU reinforces support for Viet Nam JETP with EUR 430 million Bac Ai package,2025-10-09,https://www.eib.org/en/press/all/2025-377-eu-reinforces-support-for-vietnam-s-just-energy-transition-with-eur430-million-package,vnm-project-bac-ai-pumped-hydro,html,1,true,Direct funder announcement identifies a EUR 430 million Team Europe package distinct from the broader six-DFI EUR 480 million term sheet
vnm-eeas-jetp-project-progress-2025,VNM,ipg,European External Action Service,progress_update,Viet Nam promotes Just Energy Transition projects,2025-07-09,https://www.eeas.europa.eu/jetp-vn-jul2025_en?s=184,,html,1,true,Official IPG co-chair account names three projects and preserves the source-bounded arithmetic of three named plus four unnamed initial plus 17 screened projects
vnm-adb-vinfast-55327-001,VNM,multilateral_funder,Asian Development Bank,project_page,VinFast electric mobility green loan project,,https://www.adb.org/projects/55327-001/main,,html,1,true,Direct ADB project page located but automated retrieval returns HTTP 403; no explicit mapping to the July 2025 strict JETP portfolio was found
vnm-adb-bess-58382-001,VNM,multilateral_funder,Asian Development Bank,project_page,Accelerating battery energy storage system development in Asia and the Pacific,,https://www.adb.org/projects/58382-001/main,,html,1,true,Direct ADB regional technical-assistance page includes Viet Nam but automated retrieval returns HTTP 403 and the page does not establish membership in the strict 24
vnm-adb-vinfast-news-2022,VNM,multilateral_funder,Asian Development Bank,official_news,ADB leads USD 135 million climate financing package for VinFast electric mobility,2022-10-24,https://www.adb.org/news/adb-leads-135-million-climate-financing-package-support-electric-mobility-viet-nam,,html,1,true,Direct ADB announcement predates the JETP and therefore remains an extended climate-finance lead rather than a strict JETP allocation
vnm-bii-vpbank-2025,VNM,bilateral_funder,British International Investment,official_news,BII commits USD 50 million to VPBank for Viet Nam green energy transition,2025-07-29,https://www.bii.co.uk/en/news-insight/news/british-international-investment-commits-50m-to-vpbank-supporting-vietnams-green-energy-transition/,,html,1,true,Direct BII announcement located but automated retrieval returns HTTP 403 and the title does not by itself establish a match to the strict 24
vnm-vpbank-sustainable-finance-2025,VNM,operator,Vietnam Prosperity Joint Stock Commercial Bank,official_news,VPBank and partners announce USD 350 million sustainable-finance facility,2025-07-29,https://www.vpbank.com.vn/en/tin-tuc/thong-cao-bao-chi/2025/vpbank-cung-smbc-bii-efa-findev-canada-va-jica-cong-bo-khoan-vay-hop-von-tri-gia-350-trieu-usd-nham-thuc-day-phat-trien-ben-vung-tai-viet-nam,,html,1,true,Official borrower confirmation names BII and the full facility but does not attribute the transaction to JETP
vnm-iati-bii-publisher,VNM,bilateral_funder,International Aid Transparency Initiative,data_portal,IATI publisher profile for British International Investment,,https://dev2.dashboard.iatistandard.org/publishers/bii/,,html,1,true,Dashboard generated 2026-09-06 identifies reporting organisation GB-COH-03877777 but reports zero valid activities and a failing activity dataset
sen-political-declaration-fr-2023,SEN,ipg,European Commission,political_declaration,Partenariat pour une transition énergétique juste au Sénégal,2023-06-22,https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf,,pdf,1,true,Official French political declaration; records gas as a transition fuel and the initial EUR 2.5 billion mobilisation period without treating either as a project event
sen-investment-plan-annexes-mirror,SEN,secondary_source,Vie-Publique.sn,investment_plan,Annexes du Plan d’investissement de la transition énergétique juste,2025-03-17,https://www.vie-publique.sn/docs/f003f026-01ff-4996-8959-6d01c9139b91/annexes-plan-dinvestissement-transition-energetique-juste-jetp-senegal-mepm.pdf,,pdf,1,true,Public mirror of ministry annexes; Annex 2 exposes 38 received-project entries that remain distinct from the main plan's narrative count and quick-win cohort
