document_id,country,document_type,language,title,url,published_date,edition_of,active,notes
sen-mha-sambangalou,SEN,official_news,fr,Barrage hydroélectrique de Sambangalou - reprise des travaux,https://mha.gouv.sn/barrage-hydroelectrique-de-sambangalou-la-reprise-imminente-des-travaux/,,,true,Conventional hydro dam; must not be treated as the proposed pumped-storage addition.
sen-vemar-fass-ngom,SEN,project_page,fr,Energies renouvelables - Fass Ngom,https://www.vemargroup.com/energies-renouvelables.html,,,true,Different promoter from Annex 2; geographic similarity alone does not establish identity.
sen-senelec-saloum-tender-2026,SEN,official_news,fr,AAO 30/2026 - Centrales hybrides pour 18 îles du Saloum,https://www.senelec.sn/media/marches/appels/Avis_AO_30-_2026_PREQUALIFICATION_VF.pdf,2026-09-09,,true,
sen-uasz-vev-thesis-2024,SEN,operator_report,fr,Chambre froide solaire pour le Village Ecole Vert du CFPP,https://rivieresdusud.uasz.sn/bitstream/handle/123456789/2405/badiane_memoire_2024.pdf?sequence=1,2024-08-10,,true,"University primary research conducted at Senelec CFPP; component evidence, not whole-campus completion."
sen-semis-storage-study,SEN,project_page,fr,Etude de faisabilité des systèmes de stockage BESS,https://semis.sn/wordpress/projects/etude-de-faisabilite-pour-limplantation-des-systemes-stockage-batterie-bess-dans-le-reseau-national-du-senegal/,,,true,Earlier two-site feasibility study; do not equate to the broader QW8 network study.
sen-energy-compact-2025,SEN,investment_plan,fr,Pacte national énergie du Sénégal,https://thedocs.worldbank.org/en/doc/852a120aa85ab5eea4c1d3a176ff84ac-0010012025/original/M300-AES-Compact-Senegal.pdf,,,true,January 2025 compact; month precision retained in notes rather than inventing a day.
sen-aner-magazine-2026,SEN,operator_report,fr,Transition numéro 1 - premier semestre 2026,https://aner.sn/uploads/magazine-aner-transition-s1-2026.pdf,,,true,Operator magazine; preserve programme and component boundaries when comparing to the investment plan.
sen-diass-groundbreaking-2026,SEN,official_news,fr,Projet de stockage par batterie de Diass,https://www.senelec.sn/actualites/projet-de-stockage-par-batterie-de-diass/,2026-04-20,,true,
sen-ifc-biogas-609428,SEN,project_page,en,Senegal Biogas - Advisory project 609428,https://disclosures.ifc.org/project-detail/AS/609428/senegal-biogas,2025-11-03,,true,Advisory approval is not plant investment approval; budget pending.
sen-ifc-cetud-ppp-2025,SEN,official_news,fr,IFC et CETUD - quatre accords de conseil PPP,https://www.ifc.org/fr/pressroom/2025/ifc-and-cetud-expand-partnership-to-improve-sustainable-transport-in-senegal-throu,2025-05-08,,true,
sen-swedfund-biofuels,SEN,project_page,en,Biofuels Senegal,https://www.swedfund.se/en/investments-and-projects/biofuels-senegal,2025-03-13,,true,
sen-offgrid-muchcooler-eoi-2026,SEN,official_news,en,Much Cooler - Expression of Interest,https://offgrideurope.com/blog/expression-of-interest-much-cooler,2026-02-04,,true,Promoter follow-up; exact crosswalk from the plan submission remains to be established.
sen-offgrid-africool-mou-2025,SEN,official_news,en,Africool cold storage memorandum,https://offgrideurope.com/blog/80rqwqsx8o8gpz34g7ysovciwiwsu0,2025-10-09,,true,Broader partnership; do not allocate FCFA170bn to the plan warehouse proposal.
sen-offgrid-muchcooler-product,SEN,project_page,en,Much Cooler solar cooling system,https://offgrideurope.com/products/much-cooler,,,true,"Product and pilot evidence, not the entire proposed rollout."
sen-aser-www-retry,SEN,project_list,,ASER public portal - www route,https://www.aser.sn/,,,true,Retry after canonical portal connection refusal; record access failure separately from project absence.
sen-gov-access-project-fiches,SEN,project_list,,Acces universel - fiches projets,https://www.sencoders.gouv.sn/fiches-projets.html,,,true,Public portal; keep TLS verification enabled.
sen-pnb-biogas-model,SEN,project_page,fr,Biogaz - implementation and financing model,https://pnb.sn/biogaz/,,,true,"Programme context, not proof of 27000-unit extension finance."
sen-pnb-financing-partners,SEN,project_page,fr,Partenaires - credit guarantees,https://pnb.sn/nos-activites/partenaires/,,,true,Credit guarantee mechanism; no allocation to the 27000-unit proposal inferred.
sen-aner-gandiaye-tender-2020,SEN,official_news,,AOI 002-20 ANER - Gandiaye solar desalination,https://www.aner.sn/wp-content/uploads/2020/06/Avis-d%E2%80%99appel-d%E2%80%99offres-N%C2%B0-AOI-002-20ANER.pdf,,,true,Pre-JETP single-site pilot; must not represent delivery of later multi-unit proposal.
sen-afd-arescaleup-2025,SEN,operator_report,fr,ARE Scale-Up 2017-2025 bilan,https://www.afd.fr/sites/default/files/2026-01/afd_bilan_are-scale-up_2017-2025_web.pdf,,,true,Smartgrid and Diass feasibility support; not QW8-specific study completion.
sen-investment-plan-annex8-official,SEN,investment_plan,,Annexe 8 - Analyse des projets recus,https://www.itie.sn/wp-content/uploads/2025/06/Plan-dInvestissement-Annexe-8-Analyse-des-projets-recus.pdf,,,true,Official-host recheck of the previously preserved ministry-authored Annex 8.
sen-irve-framework-tender-2026,SEN,official_news,,IRVE regulatory study - notice 107072743,https://www.dgmarket.com/tenders/np-notice.do?keywords=&noticeId=107072743,,,true,Framework study referencing Senelec pilot; not national charger rollout.
sen-caa-aner-capacity-065,SEN,project_page,,ANER climate-finance capacity support 065,https://climateactionafrica.ca/fr/projects/renforcement-des-capacites-sur-des-projets-denergies-renouvelables-au-senegal-065/,,,true,Canadian-supported technical assistance; exact crosswalk to standalone plan capacity proposal unresolved.
sen-mha-water-compact-2026,SEN,investment_plan,fr,Pacte national eau Senegal 2026-2030,https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/water-forward-compacts/Pacte%20Eau%20Senegal_2026_FR.pdf,,,true,April 2026; proposed borehole solarisation targets do not establish implementation of the JETP submission.
sen-omvg-portal-retry,SEN,project_list,,OMVG official portal,https://www.omvg.org/,,,true,Follow-up for the Sambangalou pumped-storage study; conventional dam is separate.
sen-omvg-energy-portal,SEN,project_list,fr,Projet Energie OMVG,https://www.pe-omvg.org/,,,true,Conventional 128 MW dam and interconnection; not proof of pumped-storage delivery.
sen-kasofor-afd,SEN,project_page,fr,KASOFOR resilience project,https://www.afd.fr/fr/projets/kasofor-resilience-des-communautes-insulaires-de-casamance-face-au-changement-climatique,,,true,Related Casamance programme; no identity assertion with UASZ Abene JETP proposal.
sen-kasofor-fondem,SEN,project_page,fr,KASOFOR programme,https://fondem.ong/kasofor/,,,true,Implementer context; title/geography overlap alone cannot establish identity.
sen-giz-ped2-2024,SEN,operator_report,fr,Programme Energies Durables II,https://www.giz.de/en/downloads/giz2024-fr-programme-energies-durables.pdf,,,true,"Broad 2022-2025 assistance, not proof of the ANER standalone capacity proposal."
sen-artelia-thiestouba-gbif,SEN,data_portal,en,Bird inventory and ESIA project metadata - Touba-Toul and Dealy,https://api.gbif.org/v1/dataset/081fc123-1a65-4d0f-a9a0-a53c939d6727,2026-03-27,,true,Registration date; metadata is not a financing agreement or completed ESIA.
sen-boad-ouarkhokh-esia,SEN,operator_report,fr,EIES centrale solaire Ouarkhokh - provisional February 2026,https://admin.boad.org/wp-content/uploads/2026/02/Rapport_EIES-Centrale-solaire-Ouarkhokh_Send-Senelec_Huwaei.pdf,,,true,Possible Koungheul/Linguere lineage; project vehicle must be established independently.
sen-mrv-350-villages,SEN,project_list,fr,Project catalogue - 2025 feasibility study for 350 Senegal villages,https://www.mrvenergy.com/items?lang=en,,,true,Contractor evidence; village list and ASER project reference remain to be crosschecked.
sen-senelec-huawei-mou-social,SEN,official_news,fr,Senelec Huawei - Linguere and Koungheul agreement,https://fr.linkedin.com/posts/senelecofficielle_senelec-energy-senegal-activity-7493684231382962176-uODO,,,true,Operator social announcement; preserve failed retrieval if access blocked.
sen-rts-huawei-mou-2026,SEN,official_news,fr,Linguere et Koungheul - deux centrales de 50 MW,https://www.rts.sn/actualite/detail/a-la-une/linguere-et-koungheul-le-senegal-et-huawei-scellent-un-accord-pour-deux-centrales-solaires-de-50-mw,2026-08-12,,true,Contemporaneous reporting; MoU does not establish debt commitment or Champions Nationaux ownership.
sen-energy-policy-2025-2029,SEN,operator_report,fr,Lettre de politique de developpement energie et mines 2025-2029,https://energie-mines.gouv.sn/wp-content/uploads/2025/07/LPDSEM-2025-2029-_VF_Print.pdf,,,true,Sector policy: gas and renewables targets; not JETP expenditure evidence.
sen-nrgi-jetp-feasibility-2026,SEN,operator_report,fr,Faire du plan JETP un cadre realisable et equitable,https://resourcegovernance.org/publications/faire-du-plan-dinvestissement-jetp-du-senegal-un-cadre-realisable-et-equitable,2026-01-26,,true,Attributed analytical interpretation; projected payments are not observed disbursements.
sen-nrgi-territories-2026,SEN,operator_report,fr,Voix des territoires - experiences et defis,https://resourcegovernance.org/fr/publications/voix-des-territoires-experiences-et-defis-de-la-transition-energetique-au-senegal,2026-05-25,,true,Local experiences; inspect inconsistent technology labels and 11-financed claim before reuse.
sen-senego-mobilised-2026,SEN,official_news,fr,JETP moins dun milliard mobilise,https://senego.com/senegal-le-partenariat-jetp-a-mobilise-moins-dun-milliard-deuros-en-3-ans_1992808.html,2026-08-12,,true,Attributed to Catherine Diop via Dakaractu; undefined mobilisation is not a disbursement total.
sen-scout-puelec-commissioning-2025,SEN,official_news,fr,PUELEC - Medina Kenioto Magnankanti Matakoussi,https://energie-mines.gouv.sn/programme-durgence-delectrification-puelec-medina-kenioto-magnankanti-et-matakoussi-illumines-pour-la-premiere-fois-depuis-lindependance-du-senegal/,2025-11-09,,true,"State-funder and ASER implementation reporting for PUELEC parent. Three localities, not the whole programme or the 600-village injection proposal."
sen-scout-puelec-pip-2026,SEN,implementation_plan,,Programme dinvestissements publics 2026-2028,https://budget.sec.gouv.sn/telecharger-le-document/695e61fa-3338-4ee5-8734-43790a2a028a/telechargement,,,true,Prospective public investment programming is not disbursement.
sen-scout-energy-policy-evaluation,SEN,operator_report,fr,Evaluation finale LPDSE 2019-2023,https://energie-mines.gouv.sn/wp-content/uploads/2025/05/LPDSE-2019-2023_Rapport-Evaluation-finale_VRevisee2.pdf,,,true,Historical PUELEC phase 1 context; no finance commitment inferred from programme validation.
sen-scout-giz-ped2-project,SEN,project_page,,PED II project 2020.2099.8,https://www.giz.de/projektdaten/projects.action?pn=202020998&request_locale=en_GB,,,true,Names GFA but not MRV or the 350-village contract. Programme envelope must not be allocated to the study.
sen-scout-clean-cooking-strategy,SEN,implementation_plan,fr,Strategie combustibles domestiques et biocarburants 2025-2035,https://energie-mines.gouv.sn/wp-content/uploads/2025/06/Rapport-Final-Strategie-CD.pdf,,,true,PNB historical baseline and national target are not delivery of the JETP extension.
sen-scout-ouarkhokh-par,SEN,operator_report,fr,PAR provisoire centrale Ouarkhokh - February 2026,https://admin.boad.org/wp-content/uploads/2026/02/PAR_Centrale-Solaire_Ouarkhokh_VP_02022026_Send-Senelec_Huwaei.pdf,,,true,Reports July 2024 CNTIC EPC; not a signed contract copy or Champions Nationaux SPV evidence.
sen-scout-ouarkhokh-pepp,SEN,operator_report,fr,PEPP provisoire centrale Ouarkhokh,https://admin.boad.org/wp-content/uploads/2026/02/PEPP-Provisoire_Centrale-solaire_Ouarkhokh.pdf,,,true,Reports Huawei MoU; relation to CNTIC EPC remains unresolved.
sen-scout-genertec-ouarkhokh,SEN,official_news,en,Linguere PV and energy storage project kicks off,https://www.intlgt.cn/en/NewsMedia/Latestnews/202606/t20260616_57438.html,,,true,Publication date in URL; recent groundbreaking is not precisely dated and is not joined to Champions Nationaux ownership. Date correction: English page has no visible publication date; URL path20260616 is not publication proof. Separate Chinese report visibly dated26May2026.
sen-scout-aner-fiches-ice,SEN,project_list,fr,ANER complete project fiches,https://www.ice.it/it/sites/default/files/inline-files/ANER_Fiches_Projets_Complet.pdf,,,true,"ANER-authored public mirror; D2B17SN01 covers 192 health facilities, not the entire public-buildings proposal."
sen-scout-cesag-aner-thesis,SEN,operator_report,fr,Analyse de la performance du systeme de suivi-evaluation - ANER,https://bibliotheque.cesag.sn/documents_numeriques/M0599MPSG25.pdf,,,true,Secondary exact-title leads for desalination and TURBULENT. Cover academic year 2021-2022 differs from 2026 PDF creation metadata; publication date unresolved.
sen-senelec-ppm-2026-v2,SEN,implementation_plan,fr,Plan de passation P_SENELEC_2026_2,https://www.senelec.sn/media/marches/documents/PPM_SENELEC_2026_VERSION_2_VALIDE_LE_13_03_2026.pdf,,,true,"Direct procurement-plan rows C_DEG_155 and C_DQSE_273. Dates are planned; no award or delivery inference. Validation date13March2026 is in filename, exact publication date unresolved."
sen-arcop-aser-audit-2023,SEN,operator_report,fr,Audit des marches ASER - gestion 2023,https://arcop.sn/wp-content/uploads/2025/10/RAPPORT-AGENCE-SENEGALAISE-DELECTRIFICATION-RURALE-ASER-2023-1.pdf,,,true,"Pages55-56 T_ASER_003 lots T0038/T0039: exact total matches ministry PUELEC component. Payment orders are not proof of settlement. BCI state funding, no JETP/IPG attribution."
sen-mepm-cntic-huawei-contracts-2025,SEN,official_news,fr,Partenariat SENELEC CNTIC Huawei - deux contrats EPC+F,https://energie-mines.gouv.sn/partenariat-senelec-et-huawei/,2025-07-28,,true,CNTIC and Huawei roles coexist; contract chronology differs from provisional PAR24July2024. No Champions Nationaux legal join or financier/amount established.
sen-mepm-ouarkhokh-groundbreaking-2026,SEN,official_news,fr,Pose de premiere pierre centrale solaire Linguere Ouarkhokh,https://energie-mines.gouv.sn/pose-de-la-premiere-pierre-de-la-centrale-solaire-photovoltaique-a-linguere-le-senegal-accelere-sa-souverainete-energetique/,2026-04-10,,true,Dated physical-site evidence only; not joined to Champions Nationaux investment vehicle.
sen-genertec-ouarkhokh-chinese-2026,SEN,official_news,zh,Linguere solar-storage project begins implementation - Chinese report,https://www.intlgt.cn/xwzx/gsxw/202605/t20260526_57364.html,2026-05-26,,true,"Contractor-group account corroborates Ouarkhokh50MW+30MW90MWh; report date is not precise groundbreaking day, no SPV join."
sen-mepm-huawei-sites-mou-2026,SEN,official_news,fr,Visite de travail Huawei - Linguere et Koungheul,https://energie-mines.gouv.sn/visite-de-travail-sur-invitation-du-groupe-huawei-technologies-co-ltd/,2026-08-13,,true,"Explicit two-site crosswalk for Senelec operator package; memorandum follows contract and works reports, no confirmed legal vehicle/finance/JETP join."
sen-afd-irve-ami12-2026,SEN,project_page,,AMII12/2026 C_DEG_155 - schema directeur electrification mobilite,https://afd.dgmarket.com/tenders/np-notice.do?keywords=&noticeId=107072743,2026-04-15,,true,"Browser-readable buyer notice; automated archive blocked. Original body names ACF funding, unlike AFD hosting metadata. Official Senelec PPM independently confirms code and ACF-DON."
sen-boad-linguere-loan-2026,SEN,approval_document,fr,150e Conseil BOAD - pret Linguere41.5 milliards FCFA,https://admin.boad.org/wp-content/uploads/2026/03/COMPRESS-CA-150-1.pdf,2026-03-27,,true,Board25-26March2026 approves partial project loan; no signed agreement/disbursement/JETP attribution or Champions Nationaux legal join.
sen-boad-dakar-office-2026,SEN,official_news,fr,Inauguration bureaux BOAD Senegal - Linguere50MW,https://admin.boad.org/wp-content/uploads/2026/05/COMPRESS-INAUGUATION-MRSN-2.pdf,2026-05-07,,true,Institutional involvement corroboration; Marchboardcommunique supplies actual loanapproval separately.
sen-giz-ped2-awards-2025,SEN,operator_report,de,GIZ Vertrage mit Firmen und Institutionen2025,https://www.giz.de/sites/default/files/media/elvis-document/2025-08/giz2025-de-vertraege-firmen-institutionen.pdf,,,true,Page14 ARGE Speedykom-GFA199340EUR PEDII consulting; no MRV/350villages contractjoin. Report year is2025; no publication date inferred from URL or reporting cutoff.
sen-isdb-aser-133-award,SEN,operator_report,,Attribution T_ASER_013/2020 -133 villages,https://www.isdb.org/project-procurement/sites/pproc/files/2021-10/CPM-Notification%20attribution%20de%20march%C3%A9%20DAO%20BID.PDF,,,true,Separate133-village package; not330localities/150repowering proposal.
sen-aner-d2b-live-api,SEN,project_page,,D2B17SN01 -192healthfacilities - ANER API,https://aner.sn/api/projects/by-slug/le-solaire-pour-ameliorer-le-secteur-de-la-sante-ziguinchor-sedhiou-kolda,,,true,Currentoperatorrecord for narrowerhealthcomponent; not Annex23 entireinstitutionalprogramme. Database createdAt is not publication date.
sen-aner-archive-autonomisation-public-buildings,SEN,project_page,,Autonomisation par voie solaire de bâtiments publics,https://data.commoncrawl.org/crawl-data/CC-MAIN-2023-50/segments/1700679100632.0/warc/CC-MAIN-20231207022257-20231207052257-00050.warc.gz#bytes=706361336-706379020,,,false,"Historical ANER response capture, not current live page. Original URL https://www.aner.sn/projet/autonomisation-par-voie-solaire-de-batiments-publics/; capture 2023-12-07T02:46:50Z; WARC byte offset 706361336, length 17685; payload sha1:CMB2TS6R73ANUYHBTFQVRYK22ICI2DB7. Frozen source requires HTTP Range header for specified bytes; disabled for ordinary full-file refresh."
sen-aner-archive-esipc,SEN,project_page,,"Programme d’électrification par voie solaire d’infrastructures publiques et communautaires (ESIP), volets 1, 2 et 3",https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-51/segments/1733066061339.24/warc/CC-MAIN-20241210132922-20241210162922-00363.warc.gz#bytes=577021821-577039752,,,false,"Historical ANER response capture, not current live page. Original URL https://www.aner.sn/projet/programme-delectrification-par-voie-solaire-dinfrastructures-publiques-et-communautaires-esip-volet-1-2-et-3/; capture 2024-12-10T15:35:55Z; WARC byte offset 577021821, length 17932; payload sha1:BQ5YRUB4NYH2WOX27NPUQJRLLCTJEP6J. Frozen source requires HTTP Range header for specified bytes; disabled for ordinary full-file refresh."
sen-aner-archive-esipc-v4,SEN,project_page,,"Projet d’électrification par voie solaire d’infrastructures publiques et communautaires (ESIPC), volet 4",https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-21/segments/1746990726410.98/warc/CC-MAIN-20250525003427-20250525033427-00884.warc.gz#bytes=569403233-569421262,,,false,"Historical ANER response capture, not current live page. Original URL https://www.aner.sn/projet/projet-delectrification-par-voie-solaire-dinfrastructures-publiques-et-communautaires-esipc-volet-4/; capture 2025-05-25T01:48:46Z; WARC byte offset 569403233, length 18030; payload sha1:WS4I6ZFZDXBSD5BN2XBAFTBN5VFJZDI3. Frozen source requires HTTP Range header for specified bytes; disabled for ordinary full-file refresh."
sen-aner-archive-d2b,SEN,project_page,,Projet « Developp2Build » (D2B),https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-21/segments/1746990726410.98/warc/CC-MAIN-20250525003427-20250525033427-00764.warc.gz#bytes=558253421-558271231,,,false,"Historical ANER response capture, not current live page. Original URL https://www.aner.sn/projet/projet-developp2build-d2b/; capture 2025-05-25T02:01:57Z; WARC byte offset 558253421, length 17811; payload sha1:H6ATTIZ3SOA33R5OFVV55S6N4HVAKJEU. Frozen source requires HTTP Range header for specified bytes; disabled for ordinary full-file refresh."
sen-aner-archive-gandiaye,SEN,project_page,,Projet d’installation d’une unité de dessalement d’eau saumâtre fonctionnant avec l’énergie solaire photovoltaïque dans la commune de Gandiaye,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-51/segments/1733066061339.24/warc/CC-MAIN-20241210132922-20241210162922-00815.warc.gz#bytes=579381381-579399285,,,false,"Historical ANER response capture, not current live page. Original URL https://www.aner.sn/projet/projet-dinstallation-dune-unite-de-dessalement-deau-saumatre-fonctionnant-avec-lenergie-solaire-photovoltaique-dans-la-commune-de-gandiaye-2/; capture 2024-12-10T15:38:29Z; WARC byte offset 579381381, length 17905; payload sha1:VJM4NQHEEPPDPYUGYHPUN3J3QWTJBPHV. Frozen source requires HTTP Range header for specified bytes; disabled for ordinary full-file refresh."
sen-aner-archive-agpm-2025,SEN,implementation_plan,,Avis général de passation des marchés - Gestion 2025,https://data.commoncrawl.org/crawl-data/CC-MAIN-2025-13/segments/1742004432960.46/warc/CC-MAIN-20250316082354-20250316112354-00279.warc.gz#bytes=613321930-613418829,,,false,"Historical ANER PDF response capture, not a present-day live fetch. Original URL https://www.aner.sn/wp-content/uploads/2025/01/AGPM-2025.pdf; capture 2025-03-16T09:37:30Z; WARC byte offset 613321930, length 96900; payload sha1:D2HJ73TTN23E7BTMYTWINO7L4SFFOSLD. Frozen source requires HTTP Range header for specified bytes; disabled for ordinary full-file refresh."
sen-senelec-agpm-2026-contact,SEN,implementation_plan,fr,Avis general de passation des marches 2026 - official document-request route,https://www.senelec.sn/media/marches/documents/AVIS_GENERAL_-_2026_VF.pdf,,,true,"Page4 points5 and7 verify notificationcpm@senelec.sn procurement contact. General procurement plan, not an awarded charging contract or exact Annex35 crosswalk."
sen-omvg-project-contact,SEN,project_page,fr,OMVG Projet Energie - official institutional routing contact,https://www.pe-omvg.org/node/2,,,true,Footer verifies contact@pe-omvg.org. Conventional dam/interconnection description does not establish Annex38 pumped-storage identity; used to route request for separate study.
sen-irve-attachments-107072743,SEN,implementation_plan,,AMII12/2026 C_DEG_155 attachment listing,https://afd.dgmarket.com/tenders/biddingDocumentsList.do?noticeId=107072743,,,true,Exact public download-list endpoint linked by notice107072743; ordinary retrieval HTTP403. Five advertised attachments are not archived or treated as read.
sen-arcop-aeepower-decision107-2024,SEN,operator_report,,Decision107/2024/ARCOP/CRD/DEF of2October2024 - AEE Power procurement dispute,https://arcop.sn/wp-content/uploads/2024/10/DECISION-107-2024-ARCOP-DEF-DU-02-OCTOBRE-2024.pdf,2024-10-02,,true,"Historical procedural decision; identifies Santander letter30September2024 and temporary contract suspension. Not proof of current2026 suspension, settled bank transfers or Annex7 600-village identity. Read with December2024 decision138."
sen-arcop-aeepower-decision138-2024,SEN,operator_report,,Decision0138/2024/ARCOP/CRD/DEF of24December2024 -928locality contract records,https://arcop.sn/wp-content/uploads/2025/01/DECISION-N%C2%B0138-2024-du-24-ARCOP-CRD-DEF-du-24-DEC-2024.pdf,2024-12-24,,true,"PDF p3 identifies928localities, contract amount FCFA91833980000 HT,25November2023 tripartite engagement and21December2023 subcontract. No Annex7 technical or village-schedule join. Dispositive closes conciliation and refers matters to courts; no finding of established criminal guilt."
sen-aner-psd-2025-2029,SEN,implementation_plan,fr,ANER strategic development plan2025-2029 - final July2025,https://www.aner.sn/uploads/plan_strategique_developpement_aner_2025_2029.pdf,,,true,"PDF cover gives July2025 without day. API publishedAt2025-07-01 may be normalized; no exact issue day inferred. Pages22/48 distinguish public-institution solar-autonomy project from narrower health programme; FCFA60.4bn conditional budget is not finance secured. Page21 objective-level100sites60MW is a target, not project delivery."
sen-aner-document-catalogue,SEN,data_portal,,ANER official document catalogue - PSD record5,https://www.aner.sn/api/documents,,,true,"Official API record5 exposes original PSD download URL and publisher date metadata; createdAt is database creation, not study completion. Catalogue dates do not prove implementation."
sen-aner-contact-2026,SEN,data_portal,,ANER official contact route,https://www.aner.sn/contact/,,,true,Institutional contact route for requested original project fiches and procurement records; no message sent.
sen-aner-rooftop-preliminary-report,SEN,operator_report,fr,Preliminary rooftop solar survey - public buildings in Senegal,https://www.aner.sn/uploads/rapport_final_rooftop_solar_senegal.pdf,,,true,"Official ANER catalogue record9. MPE beneficiary, World Bank-financed study by GOPA/Akilee.25building shortlist narrows to13eligible plus1unvalidated; approximately1MWc design scope, not Annex23 fullprogramme or completed installations. Cover undated; API2020-01-01 and PDFmetadata do not establish exactpublication day."
sen-aner-wp2-productive-use,SEN,operator_report,fr,WP2 identification of high-potential productive-use renewable projects,https://www.aner.sn/uploads/wp2_upe_giz_senegal_final.pdf,,,true,Official ANER catalogue record3. Gandiaye desalination case lacks sufficient financial data; does not establish Annex28 200-unit proposal or TURBULENT fiche. No canonical project finance or implementation inferred.
sen-aner-public-contact-app,SEN,data_portal,,ANER public web application - official contact email,https://www.aner.sn/assets/index-D1U9hq9T.js,,,true,Public application code contains mailto:info@aner.sn and contact-page address; preserves contact provenance when HTML is a client-rendered shell.
sen-aser-public-contact-app,SEN,data_portal,,ASER public web application - official contact email,https://aser.sn/assets/index-Be2S8Jfw.js,,,true,Public application code contains mailto:contact@aser.sn and official contact route; not a project implementation source.
sen-boad-signed-instruments-2024,SEN,annual_report,fr,BOAD2024 Annex5 list of signed instruments,https://admin.boad.org/wp-content/uploads/2025/06/A05_LISTE-DES-AP-PP-ET-CP-SIGNES-2024.pdf,,,true,"Disclosure template provides operation numbers, signature dates, counterparties and terms for2024 instruments. It does not include or prove a2026 Linguere agreement; used to identify the precise future disclosure needed."
