retrieval_id,document_id,retrieved_at,status,http_status,content_type,etag,last_modified,final_url,error,sha256
idn-eib-ptsmi-mou-2024:1,idn-eib-ptsmi-mou-2024,2026-09-12T11:00:00Z,collected,200,text/html; charset=utf-8,,,https://www.eib.org/en/press/all/2024-084-eib-global-agrees-to-support-pt-smi-on-sustainable-infrastructure-development-in-indonesia,,994ad5ee3467a23ca4c6c4c52bd6fb3b61e22a04b412450aed6a77b4c8b40d66
idn-jetp-work-plan-2024-presentation:1,idn-jetp-work-plan-2024-presentation,2026-09-12T11:00:00Z,collected,200,application/pdf,"""6666ae8a-f2b1b""","Mon, 10 Jun 2024 07:43:06 GMT",https://asiacleanenergyforum.adb.org/wp-content/uploads/2024/06/Paul-Butarbutar.pdf,,49ad8438de9c6fc67d027f168d8fccf4efef40f0aff6152d28259964efec609e
idn-ibvogt-diesel-west-2023:1,idn-ibvogt-diesel-west-2023,2026-09-12T11:00:00Z,collected,200,text/html; charset=UTF-8,,,https://www.ibvogt.com/ib-vogt-awarded-diesel-replacement-program-projects-in-western-indonesia/,,525fb5964dd1c049b0d1a8d5f6f1a99393c38bbff8f7827247bb554c989a800c
idn-geapp-diesel-replacement-program:1,idn-geapp-diesel-replacement-program,2026-09-12T11:00:00Z,collected,200,text/html; charset=UTF-8,,,https://energyalliance.org/project/diesel-to-renewables-to-power-indonesias-energy-transition/,,b0e5009dba6fb5308a83106aed183b35d334ed005c4fe62da162946ce84e3428
idn-ieefa-dediesel-update-2026:1,idn-ieefa-dediesel-update-2026,2026-09-12T11:00:00Z,blocked,403,text/html; charset=UTF-8,,,https://ieefa.org/resources/advancing-indonesias-100gw-solar-program-through-de-dieselization-energy-security,HTTP 403,
vnm-rmp-2023-vi:1,vnm-rmp-2023-vi,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf,,d1a306394a19acd576b39e34d0ba8cf7a947fc1cefa07550f35217a943927959
vnm-decision-1009-2023:1,vnm-decision-1009-2023,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/quantri/2025/3/1009_qd-ttg_31082023_trong_tor.pdf,,ada382c38c4c3b1ce1d6281c661b24f510d8a58fea1ff517c333a4b99fbd52fd
vnm-decision-458-2026:1,vnm-decision-458-2026,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/458-ttg.signed.pdf,,2d8808da99d0bbc23487c09ac1871cb7242375b6ed0dc98a17e6e290e5a700fd
vnm-moit-newsletter-01-2025-03:1,vnm-moit-newsletter-01-2025-03,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_1-thang_3.pdf,,1f104dccf48b4993f1732ea578a90509bf14c3b59722ccceb31669d1a936b9a9
vnm-moit-newsletter-02-2025-04:1,vnm-moit-newsletter-02-2025-04,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/quantri/2025/5/ban_tin_so_2_-_thang_4_-_update.pdf,,2af734bbd5c843055a908a2c4e39055ed5f29e5bb1a4a99da330f6e9fec15e1e
vnm-moit-newsletter-03-2025-05:1,vnm-moit-newsletter-03-2025-05,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/6/newsletter_no.3_vie_18.6.pdf,,1e96612d17c1635fc932f06dbcbb78086d64ed77e3e3da9a33e664c35381aa9e
vnm-moit-newsletter-04-2025-06:1,vnm-moit-newsletter-04-2025-06,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/7/tin_so_4_vie-7-14.pdf,,409b81f400403a9373514fe53f4f3c7a31ba095dcfd79d4727e9265fdc485d4f
vnm-moit-newsletter-05-2025-07:1,vnm-moit-newsletter-05-2025-07,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/8/tin_so_5_vie_0408.pdf,,a4bbf69f78369cb25559347da15fbd62426042b9ba92578533ffe1b1b502e439
vnm-moit-newsletter-06-2025-08:1,vnm-moit-newsletter-06-2025-08,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/9/tin_so_6_vie.pdf,,da17766d10360d54238d52a40aad5e2c3f8dedbd763ddf443efead9092a52d44
vnm-moit-newsletter-07-2025-09:1,vnm-moit-newsletter-07-2025-09,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/halinh/2025/10/tin_so_7_vie_1.pdf,,99ddde0c494e22c3e293ef5b79d6340dd7b9cb30c1662db197de799744306b28
vnm-moit-newsletter-08-2025-10:1,vnm-moit-newsletter-08-2025-10,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/halinh/2025/11/tin_so_8_vie.pdf,,c5cd6cb1225fd7b5483ce83b5fe92863c252229ddcf0cd9d2653bc907e5f345b
vnm-moit-newsletter-09-2025-11:1,vnm-moit-newsletter-09-2025-11,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2025/12/ban_tin_jetp_viet_nam_so_9.pdf,,0826a03400c510a295a5ced1e11d0e55f5ebc26a0d5324792d947ddfa27d647a
vnm-moit-newsletter-10-2025-12:1,vnm-moit-newsletter-10-2025-12,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/1/tin_so_10_vie.pdf,,058f25bd96085a7deee8a73473b9829e05a142e33e92f63f3fc1cc01d4faba96
vnm-moit-newsletter-11-2026-01:1,vnm-moit-newsletter-11-2026-01,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/2/bantin1_(2).pdf,,3665dba39927b8a6e2b924db67e105d72090c9ef5ae5b1db6b999f599aa9850f
vnm-moit-newsletter-12-2026-02:1,vnm-moit-newsletter-12-2026-02,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/3/ban_tin_jetp_so_12-thang_2.2026_vie-da_nen.pdf,,56b6c81ce9eddf74bdeda5935338a8c612d11c743c92322f39e6c691397191e0
vnm-moit-newsletter-13-2026-03:1,vnm-moit-newsletter-13-2026-03,2026-09-12T09:56:00Z,collected,,application/pdf,,,https://jetp.moit.gov.vn/Images/User/ngocanh/2026/4/ban_tin_so_13__vie_(1).pdf,,fa7d149b3d8165b85b7090584a3df3d35fbd6b097bb8a08844df330a3410fc39
sen-investment-plan-annexes-mirror:1,sen-investment-plan-annexes-mirror,2026-09-12T08:27:00Z,collected,200,application/pdf,,,https://www.vie-publique.sn/docs/f003f026-01ff-4996-8959-6d01c9139b91/annexes-plan-dinvestissement-transition-energetique-juste-jetp-senegal-mepm.pdf,,dcd4fd924f9e637d36beb192f509b7971b8b5dda0a76e3c17b799ba26ff43b21
sen-political-declaration-fr-2023:1,sen-political-declaration-fr-2023,2026-09-12T08:35:00Z,collected,200,application/pdf,,,https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf,,eb7c59e93e92427b1c92f430cf991b0eedb0a0d9d7517ca69969771e159ed11a
sen-mepm-portal-2026:1,sen-mepm-portal-2026,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,,https://energie-mines.gouv.sn/,,e60e86612c2cef8a46f4469db0caf27ce62974d4c6bc3d22e62231fde4dc381a
sen-elysee-jetp-launch-2023:1,sen-elysee-jetp-launch-2023,2026-09-12T09:05:00Z,collected,200,text/html; charset=UTF-8,,"Sat, 12 Sep 2026 13:59:44 GMT",https://www.elysee.fr/en/emmanuel-macron/2023/06/22/launch-of-a-just-energy-transition-partnership,,b80b4e213ccc39b1ed4a15527ad01e29d72449f4b881346f729ef031bd0e155e
sen-bmz-jetp-factsheet:1,sen-bmz-jetp-factsheet,2026-09-12T09:05:00Z,collected,200,application/pdf,"""0f08a593697a306fe012ee0da1f31870""",,https://www.bmz.de/resource/blob/324366/factsheet-jetp-senegal-en.pdf,,490d3162ba3004da9556c91d3111064130a76503b25668d973df000027b7040f
sen-uk-jetp-launch-2023:1,sen-uk-jetp-launch-2023,2026-09-12T09:05:00Z,collected,200,text/html; charset=utf-8,"W/""46663e6f0f5d89fffa6d006bbc2a605a""",,https://www.gov.uk/government/news/senegal-and-the-international-partners-group-announce-just-energy-transition-partnership,,46663e6f0f5d89fffa6d006bbc2a605a299d467ee46b9e2b3c0b2c0ff07972dc
sen-eib-jetp-launch-2023:1,sen-eib-jetp-launch-2023,2026-09-12T09:05:00Z,collected,200,text/html; charset=utf-8,,,https://www.eib.org/en/press/all/2023-242-senegal-and-international-partners-announce-a-just-energy-transition-partnership-combining-climate-and-development-objectives,,0c16aad7880a5d75fb08d64dd5b55fec20890b5543078c1135d2518d33bdd7d2
sen-afdb-plan-procurement-2023:1,sen-afdb-plan-procurement-2023,2026-09-12T09:05:00Z,blocked,403,text/html; charset=UTF-8,,,https://www.afdb.org/fr/documents/ami-senegal-elaboration-dun-plan-dinvestissement-de-la-transition-energetique-juste-jet-au-senegal-et-renforcement-de-capacites-des-acteurs-nationaux-aetc,HTTP 403,
sen-senelec-reports-index:1,sen-senelec-reports-index,2026-09-12T09:05:00Z,collected,200,text/html; charset=utf-8,,,https://www.senelec.sn/rapports/,,bf9dd4f8012ed7494eb118cc9dee3c2c0249222cab0b43beea2a5d654d373072
sen-senelec-annual-report-2023:1,sen-senelec-annual-report-2023,2026-09-12T09:05:00Z,collected,200,application/pdf,"""69f219d6-19cdcb""","Wed, 29 Apr 2026 14:46:46 GMT",https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-2023-vf-ok1745314522.pdf,,678983d77cadf0b0fcf509a3fef555b90dcad045ddeee217018432d2e7da6e61
sen-senelec-annual-report-2024:1,sen-senelec-annual-report-2024,2026-09-12T09:05:00Z,collected,200,application/pdf,"""69f21aa2-11fc50""","Wed, 29 Apr 2026 14:50:10 GMT",https://www.senelec.sn/media/rapports/pdf/rapport-annuel-senelec-20241760024319_1.pdf,,d3e6ed4890f3829b853a02d49c752b18c5c5450350184679c9a284b6f862825f
sen-aeme-project-08:1,sen-aeme-project-08,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/eclairage-efficace-des-batiments/,,0c10795a5bd4fa473cfdd9d60a671fc99b51224de72426f5460d2953afb5c4a7
sen-aeme-project-09:1,sen-aeme-project-09,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/eclairage-public-efficace-et-integre/,,6bc04c30441f77174b9131140f902f301ea2e1f7dd08a75404de7cd7101320ea
sen-aeme-project-10:1,sen-aeme-project-10,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/ecofridges/,,d174067e2ef1b1e4108c2e86f2265a6f443457639cf2f8ab7e81b7b4341b011c
sen-aeme-project-11:1,sen-aeme-project-11,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/mise-niveau-des-batiments/,,e9d23ef86d47277b941f0d99813b0073ffab021f924a1a8100b40dbf5fd1223e
sen-aeme-project-12:1,sen-aeme-project-12,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/amelioration-des-performances-energetiques-des-stades/,,ed53d4733d39fe5ad44d8a2058df03c062f01eaba14533729c4d2cd663d86d80
sen-aeme-project-13:1,sen-aeme-project-13,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/pit/,,7aa40c2822179b270deb8202ace09bdbc0ef81fcb373104909e6f0c5a80fb9e5
sen-aeme-project-14:1,sen-aeme-project-14,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.aeme.sn/analyse-et-optimisation-de-la-facture-de-ladministration/,,6aab53965cc3b9791f5d52a2f40421a121d1ecc9abb13f702173c19d170e5f84
sen-aeme-report-2023:1,sen-aeme-report-2023,2026-09-13T08:46:12Z,collected,200,application/pdf,,"Thu, 05 Jun 2025 15:21:12 GMT",https://www.aeme.sn/wp-content/uploads/2025/06/RAPPORT-ANNUEL-2023_compressed.pdf,,765c8668bd3a57062035d080b8c3d8653564f867ead06fbf914fdf9b45625204
sen-aner-project-api:1,sen-aner-project-api,2026-09-13T08:46:12Z,collected,200,application/json; charset=utf-8,"W/""10976-y74OZmtgDgQ+9Q9A9/d9cdbvNL0""",,https://aner.sn/api/projects,,54ebc3ddffbc2a383244ef5dbea003f56482368a161c5d01e81b29cf73ed85e2
sen-aner-project-29:1,sen-aner-project-29,2026-09-13T08:46:12Z,collected,200,application/json; charset=utf-8,"W/""109d-rlPbrcsLyv47Sqi+BDlBw0q03bo""",,https://aner.sn/api/projects/by-slug/projet-diffusion-pompes-solaires-usages-productifs,,439336e3db23f134262f245ea94ae5b0c24d9b6da37218b7d5f077f90fff93cd
sen-aner-project-31:1,sen-aner-project-31,2026-09-13T08:46:12Z,collected,200,application/json; charset=utf-8,"W/""12be-XUOMVHibKT8ZS9+bGYxx4qVKOWk""",,https://aner.sn/api/projects/by-slug/phase-iv-programme-national-eclairage-public-solaire,,656aee48711dd1329791c22b2020c17c9336b5f1d3006e93fa14ed88c9435ec8
sen-aner-project-27:1,sen-aner-project-27,2026-09-13T08:46:12Z,collected,200,application/json; charset=utf-8,"W/""1303-vdffJbLBZpw5HLiLnTLa7oJNHgU""",,https://aner.sn/api/projects/by-slug/energie-solaire-autonomisation-femmes-rurales-esaref,,b174e0b88eead1d884a4d2e496c7351ae59991dc5da9bd9e62cf17a2a50463eb
sen-aner-project-22:1,sen-aner-project-22,2026-09-13T08:46:12Z,collected,200,application/json; charset=utf-8,"W/""1269-nC67IfVdK2gdVnXESBxXT/5TEBE""",,https://aner.sn/api/projects/by-slug/utilisation-de-la-refrigeration-solaire-pour-la-conservation-des-produits,,623875df24848e24df309b1b8b7622fd0dbe8e83fb5bdf7c28b93845a58dc45e
sen-aner-project-20:1,sen-aner-project-20,2026-09-13T08:46:12Z,collected,200,application/json; charset=utf-8,"W/""2114-ojLo/M1mIM8MryaQuR1z6EbLoX0""",,https://aner.sn/api/projects/by-slug/projet-dhybridation-solaire-de-2000-forages-en-milieu-rural,,e689b5ecd1e585cc8a1755df8750b552457405af932c28a29e568b19513b2b97
sen-senelec-procurement-2026:1,sen-senelec-procurement-2026,2026-09-13T08:46:12Z,collected,200,text/html; charset=utf-8,,,https://www.senelec.sn/marches/passation/?tab=appels,,9dafa5e73dde157f93645b999446b0546b353f931f4e1d742614f26cc69cefce
sen-afd-diass-storage:1,sen-afd-diass-storage,2026-09-13T08:46:12Z,collected,200,application/pdf,,"Mon, 24 Mar 2025 17:24:59 GMT",https://www.afd.fr/sites/default/files/2024-06-03-08-52/06_AT_Senelec_Senegal_stockage_FR_OK.pdf,,ff54ba565532a94ea477d96ea07ac85b5239dbfd00b3dd186467d92700109bf1
sen-senelec-thies-touba-par:1,sen-senelec-thies-touba-par,2026-09-13T08:46:12Z,collected,200,text/html;charset=UTF-8,,,https://tenders-afd.dgmarket.com/tenders/np-notice.do?noticeId=86609882,,a1360977d1a5cfaeb895073c7b899a70786b7a91eae60e0d1b88cdb5f94470f8
sen-annex8-project-analysis:1,sen-annex8-project-analysis,2026-09-13T08:46:12Z,collected,200,application/pdf,,"Thu, 30 Apr 2026 03:28:18 GMT",https://www.vie-publique.sn/docs/91d17da4-9ebc-472c-bcc2-0192d159188a/annexe-8-analyse-des-projets-plan-dinvestissement-transition-energetique-senegal-enercap.pdf,,368a4bc61f322ff7b21ba654a0e27b7d1161e502634fce35e03c22dc2020f9cf
sen-offgrid-mini-grid-2025:1,sen-offgrid-mini-grid-2025,2026-09-13T08:46:12Z,missing,404,text/html,,,https://offgrideurope.com/documents/Off-Grid_Europe_Mini-Grid_2025_FR.pdf,HTTP 404,
sen-bmn-energy-programme:1,sen-bmn-energy-programme,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://www.bmn.sn/statistiques/environnement-et-efficacite-energetique/,,44858b68038b76b7a137da8c526322a56f7a8c8ebaac3ada6468fb66ccd42c1b
sen-pnb-programme:1,sen-pnb-programme,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://pnb.sn/,,d5ee25e36f1eea27a9893ca439c988accf0734fb5fc791d06979d74ab57645c2
sen-cetud-biognv-2021:1,sen-cetud-biognv-2021,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://cetud.sn/1ere-edition-prix-de-l-innovation-1er-prix-decerne-a-sb2-4all-pour-le-projet-biognv-senegal/,,c1a6fd6c5566cebfa07d7eee7db00c3d6926b96fd949e742613ab56489d7f820
sen-aser-programmes:1,sen-aser-programmes,2026-09-13T08:46:12Z,fetch_error,,,,,https://aser.sn/,"ConnectionError: HTTPSConnectionPool(host='aser.sn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='aser.sn', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",
sen-mha-sambangalou:1,sen-mha-sambangalou,2026-09-13T08:46:12Z,collected,200,text/html; charset=UTF-8,,,https://mha.gouv.sn/barrage-hydroelectrique-de-sambangalou-la-reprise-imminente-des-travaux/,,90770a8196945fc2ac90a631084ee2d70a7e0f491283e9de5acd8acdbd6eaee0
sen-vemar-fass-ngom:1,sen-vemar-fass-ngom,2026-09-13T08:46:12Z,collected,200,text/html,"""6200-630b84ab12cd7-br""","Wed, 19 Mar 2025 20:59:05 GMT",https://www.vemargroup.com/energies-renouvelables.html,,8d2e3955e8ccf320435447807043a6d5e2ff75bf6d1fceda22d825ec26276abe
sen-senelec-saloum-tender-2026:1,sen-senelec-saloum-tender-2026,2026-09-13T08:49:10Z,collected,200,application/pdf,"""6a660b7e-41593""","Sun, 26 Jul 2026 13:28:30 GMT",https://www.senelec.sn/media/marches/appels/Avis_AO_30-_2026_PREQUALIFICATION_VF.pdf,,d7f2d451cb716eed8bd175f9bf2c5d8a79e76a39b2abf6cbf0c9024a45f8fbd0
sen-uasz-vev-thesis-2024:1,sen-uasz-vev-thesis-2024,2026-09-13T08:49:10Z,collected,200,application/pdf;charset=ISO-8859-1,,"Mon, 02 Jun 2025 16:14:45 GMT",https://rivieresdusud.uasz.sn/bitstream/handle/123456789/2405/badiane_memoire_2024.pdf?sequence=1,,b39cdca3c912e4949e99284fd772b3d024279dae934c93c020cf911e57b10b78
sen-semis-storage-study:1,sen-semis-storage-study,2026-09-13T08:49:10Z,collected,200,text/html; charset=UTF-8,,"Tue, 29 Jul 2025 10:37:26 GMT",https://semis.sn/wordpress/projects/etude-de-faisabilite-pour-limplantation-des-systemes-stockage-batterie-bess-dans-le-reseau-national-du-senegal/,,87ba804d70992c57fed72eae24213205e0465c7e6210ef89bbf4d116becae945
sen-energy-compact-2025:1,sen-energy-compact-2025,2026-09-13T08:49:10Z,collected,200,application/pdf,,"Sun, 26 Jan 2025 15:50:52 GMT",https://thedocs.worldbank.org/en/doc/852a120aa85ab5eea4c1d3a176ff84ac-0010012025/original/M300-AES-Compact-Senegal.pdf,,f094953b59684cfe68267a3515b345bcc40c6e9a2ed84adf3fafacdfceed6377
sen-aner-magazine-2026:1,sen-aner-magazine-2026,2026-09-13T08:49:31Z,collected,200,application/pdf,"W/""5f7c4f-19e2b3d2118""","Fri, 15 May 2026 10:44:47 GMT",https://aner.sn/uploads/magazine-aner-transition-s1-2026.pdf,,8b1734bbbf798a141cd433f6c5686b43a975c88476da2a1a5e744ee6452e50fd
sen-afd-arescaleup-2025:1,sen-afd-arescaleup-2025,2026-09-13T09:14:19Z,collected,200,application/pdf,,"Wed, 21 Jan 2026 15:46:36 GMT",https://www.afd.fr/sites/default/files/2026-01/afd_bilan_are-scale-up_2017-2025_web.pdf,,6ff8aa9f64a1a7c8952e5ea9ba1021041ade494eb7b39ff18bd27f1c28c1028c
sen-aner-gandiaye-tender-2020:1,sen-aner-gandiaye-tender-2020,2026-09-13T09:14:19Z,invalid_content,200,text/html; charset=utf-8,"W/""cfb-Frnr8sGPnSI+0wgCV4CdNselDRg""",,https://www.aner.sn/wp-content/uploads/2020/06/Avis-d%E2%80%99appel-d%E2%80%99offres-N%C2%B0-AOI-002-20ANER.pdf,expected PDF magic bytes,
sen-aser-programmes:2,sen-aser-programmes,2026-09-13T09:14:19Z,fetch_error,,,,,https://aser.sn/,"ConnectionError: HTTPSConnectionPool(host='aser.sn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='aser.sn', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",
sen-aser-www-retry:1,sen-aser-www-retry,2026-09-13T09:14:19Z,fetch_error,,,,,https://www.aser.sn/,"ConnectionError: HTTPSConnectionPool(host='www.aser.sn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='www.aser.sn', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",
sen-diass-groundbreaking-2026:1,sen-diass-groundbreaking-2026,2026-09-13T09:14:19Z,collected,200,text/html; charset=utf-8,,,https://www.senelec.sn/actualites/projet-de-stockage-par-batterie-de-diass/,,5e3bf0b0b647b6927bf7784ad33307ffed9ba7c74f0fc6cd35f8fc4eff4a8c25
sen-gov-access-project-fiches:1,sen-gov-access-project-fiches,2026-09-13T09:14:20Z,fetch_error,,,,,https://www.sencoders.gouv.sn/fiches-projets.html,"SSLError: HTTPSConnectionPool(host='www.sencoders.gouv.sn', port=443): Max retries exceeded with url: /fiches-projets.html (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.sencoders.gouv.sn'. (_ssl.c:1000)"")))",
sen-ifc-biogas-609428:1,sen-ifc-biogas-609428,2026-09-13T09:14:20Z,collected,200,text/html;charset=utf-8,,"Sun, 13 Sep 2026 09:14:21 GMT",https://disclosures.ifc.org/project-detail/AS/609428/senegal-biogas,,33d7e0862d9b95fe470a26114d3e04a2d5fbf78b0b05cf135c40b983a2f4d78e
sen-ifc-cetud-ppp-2025:1,sen-ifc-cetud-ppp-2025,2026-09-13T09:14:21Z,collected,200,text/html;charset=utf-8,,"Sat, 12 Sep 2026 01:03:40 GMT",https://www.ifc.org/fr/pressroom/2025/ifc-and-cetud-expand-partnership-to-improve-sustainable-transport-in-senegal-throu,,50297465b5e50f39268cb9543c2175289c72a7716331b45d4c10cd7108bdc75f
sen-investment-plan-annex8-official:1,sen-investment-plan-annex8-official,2026-09-13T09:14:21Z,fetch_error,,,,,https://www.itie.sn/wp-content/uploads/2025/06/Plan-dInvestissement-Annexe-8-Analyse-des-projets-recus.pdf,"SSLError: HTTPSConnectionPool(host='www.itie.sn', port=443): Max retries exceeded with url: /wp-content/uploads/2025/06/Plan-dInvestissement-Annexe-8-Analyse-des-projets-recus.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))",
sen-investment-plan-l4:3,sen-investment-plan-l4,2026-09-13T09:14:21Z,fetch_error,,,,,https://www.itie.sn/wp-content/uploads/2025/06/20250402-ENERCAP-Livrable-L4-v5-clean-1.pdf,"SSLError: HTTPSConnectionPool(host='www.itie.sn', port=443): Max retries exceeded with url: /wp-content/uploads/2025/06/20250402-ENERCAP-Livrable-L4-v5-clean-1.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))",
sen-irve-framework-tender-2026:1,sen-irve-framework-tender-2026,2026-09-13T09:14:22Z,blocked,403,text/html; charset=UTF-8,,,https://www.dgmarket.com/tenders/np-notice.do?keywords=&noticeId=107072743,HTTP 403,
sen-offgrid-africool-mou-2025:1,sen-offgrid-africool-mou-2025,2026-09-13T09:14:22Z,collected,200,text/html,,,https://offgrideurope.com/blog/80rqwqsx8o8gpz34g7ysovciwiwsu0,,5acc3eb50cedbb9498c5c1de2807364a19212e4acc5c70021b921f5894201381
sen-offgrid-mini-grid-2025:2,sen-offgrid-mini-grid-2025,2026-09-13T09:14:22Z,missing,404,text/html,,,https://offgrideurope.com/documents/Off-Grid_Europe_Mini-Grid_2025_FR.pdf,HTTP 404,
sen-offgrid-muchcooler-eoi-2026:1,sen-offgrid-muchcooler-eoi-2026,2026-09-13T09:14:22Z,collected,200,text/html,,,https://offgrideurope.com/blog/expression-of-interest-much-cooler,,ff40d2eadd36dcf10549274fd1f315ee2b4b9096c884c8cab385dc5a01a826e6
sen-offgrid-muchcooler-product:1,sen-offgrid-muchcooler-product,2026-09-13T09:14:22Z,collected,200,text/html,,,https://offgrideurope.com/products/much-cooler,,38fc137d34d56281c59e18d684d819e0968c99c7c41a665a57a8f22c798539d6
sen-pnb-biogas-model:1,sen-pnb-biogas-model,2026-09-13T09:14:22Z,collected,200,text/html; charset=UTF-8,,,https://pnb.sn/biogaz/,,240a6dcf0e77abeccbc1b2616346b2dd1cf0a3b26f5e3fe798e2be3fdfa58e9c
sen-pnb-financing-partners:1,sen-pnb-financing-partners,2026-09-13T09:14:24Z,collected,200,text/html; charset=UTF-8,,,https://pnb.sn/nos-activites/partenaires/,,97407fa2f61aeaafb44fc6f5d1f60a5438dca081d6425bbd51d344128ec2095b
sen-swedfund-biofuels:1,sen-swedfund-biofuels,2026-09-13T09:14:25Z,collected,200,text/html; charset=utf-8,,,https://www.swedfund.se/en/investments-and-projects/biofuels-senegal,,74c64e69f988b3fdb720e8e087e517c3a9e5a1a1e5ab5d27f123bfe3a15a92de
sen-caa-aner-capacity-065:1,sen-caa-aner-capacity-065,2026-09-13T09:16:44Z,blocked,403,text/html,,,https://climateactionafrica.ca/fr/projects/renforcement-des-capacites-sur-des-projets-denergies-renouvelables-au-senegal-065/,HTTP 403,
sen-mha-water-compact-2026:1,sen-mha-water-compact-2026,2026-09-13T09:16:45Z,collected,200,application/pdf,"W/""0x8DE9AFBF6748F60""","Wed, 15 Apr 2026 14:33:29 GMT",https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/water-forward-compacts/Pacte%20Eau%20Senegal_2026_FR.pdf,,bdd589f21f364e16d1d98f6015e43dfcdafb8c0823d51608f10f1534cbfae2a5
sen-omvg-portal-retry:1,sen-omvg-portal-retry,2026-09-13T09:16:45Z,fetch_error,,,,,https://www.omvg.org/,"ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))",
sen-omvg-energy-portal:1,sen-omvg-energy-portal,2026-09-13T09:16:45Z,collected,200,text/html; charset=UTF-8,,,https://www.pe-omvg.org/,,af41f803acbf66f358a8284c4f6e8a17fb62f8979cec7f496ed693aece291df9
sen-kasofor-afd:1,sen-kasofor-afd,2026-09-13T09:16:54Z,collected,200,text/html; charset=UTF-8,,,https://www.afd.fr/fr/projets/kasofor-resilience-des-communautes-insulaires-de-casamance-face-au-changement-climatique,,6b90ae97a74410f7690cfa51724725530df306dcfc45abaa5ed6ef7ab2fe22e2
sen-kasofor-fondem:1,sen-kasofor-fondem,2026-09-13T09:16:55Z,collected,200,text/html; charset=UTF-8,,,https://fondem.ong/kasofor/,,159d01d370c505b56b3495b0f48181456a91dce6eef2e633ac025c3422257a3b
