relation_id,from_kind,from_id,relation,to_kind,to_id,role,valid_from,valid_to,status,method,method_version,confidence,decided_at,decided_by,supersedes,line_id
0875.funder.zaf-register-uk003,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk003,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-147
0875.funder.zaf-register-uk005,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk005,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-148
0875.funder.zaf-register-uk006,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk006,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-149
0875.funder.zaf-register-uk007,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk007,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-150
0875.implementer.zaf-register-uk007,party,national-business-initiative-nbi,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-150,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-150
0875.funder.zaf-register-uk008,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk008,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-151
0875.funder.zaf-register-uk009,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk009,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-152
0875.implementer.zaf-register-uk009,party,greencape,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-152,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-152
0875.funder.zaf-register-uk011,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk011,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-153
0875.funder.zaf-register-uk012,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk012,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-154
0875.funder.zaf-register-uk013,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk013,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-155
0875.implementer.zaf-register-uk013,party,iclei-africa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-155,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-155
0875.funder.zaf-register-uk014,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk014,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-156
0875.implementer.zaf-register-uk014,party,iclei-africa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-156,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-156
0875.funder.zaf-register-uk015,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk015,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-157
0875.implementer.zaf-register-uk015,party,arup-south-africa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-157,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-157
0875.funder.zaf-register-uk016,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk016,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-158
0875.implementer.zaf-register-uk016,party,sustainable-energy-africa-sea,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-158,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-158
0875.funder.zaf-register-uk017,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk017,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-159
0875.implementer.zaf-register-uk017,party,c40-cities,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-159,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-159
0875.funder.zaf-register-uk018,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk018,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-160
0875.implementer.zaf-register-uk018,party,greencape,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-160,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-160
0875.funder.zaf-register-uk019,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk019,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-161
0875.funder.zaf-register-uk020,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk020,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-162
0875.implementer.zaf-register-uk020,party,sustainable-energy-africa-sea,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-162,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-162
0875.funder.zaf-register-uk021,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk021,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-163
0875.funder.zaf-register-uk022,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk022,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-164
0875.funder.zaf-register-uk023,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk023,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-165
0875.funder.zaf-register-uk024,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk024,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-166
0875.funder.zaf-register-uk025,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk025,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-167
0875.funder.zaf-register-uk026,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk026,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-168
0875.funder.zaf-register-uk027,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk027,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-169
0875.implementer.zaf-register-uk027,party,ricardo,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-169,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-169
0875.funder.zaf-register-uk028,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk028,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-170
0875.funder.zaf-register-uk029,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk029,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-171
0875.funder.zaf-register-uk030,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk030,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-172
0875.implementer.zaf-register-uk030,party,ifc,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-172,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-172
0875.funder.zaf-register-uk031,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk031,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-173
0875.funder.zaf-register-uk033,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk033,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-174
0875.implementer.zaf-register-uk033,party,pwc,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-174,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-174
0875.funder.zaf-register-uk034,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk034,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-175
0875.funder.zaf-register-uk035,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk035,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-176
0875.implementer.zaf-register-uk035,party,sustainable-energy-africa-sea,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-176,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-176
0875.funder.zaf-register-uk037,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk037,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-177
0875.funder.zaf-register-uk039,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk039,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-178
0875.funder.zaf-register-uk042,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk042,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-179
0875.implementer.zaf-register-uk042,party,south-african-medical-research-council,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-179,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-179
0875.funder.zaf-register-uk043,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk043,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-180
0875.implementer.zaf-register-uk043,party,bcg,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-180,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-180
0875.funder.zaf-register-uk044,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk044,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-181
0875.implementer.zaf-register-uk044,party,technoserve,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-181,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-181
0875.funder.zaf-register-uk045,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk045,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-182
0875.funder.zaf-register-uk046,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk046,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-183
0875.funder.zaf-register-uk047,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk047,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-184
0875.implementer.zaf-register-uk047,party,palladium,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-184,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-184
0875.funder.zaf-register-uk048,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk048,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-185
0875.funder.zaf-register-uk049,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk049,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-186
0875.funder.zaf-register-uk050,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk050,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-187
0875.implementer.zaf-register-uk050,party,bcg,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-187,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-187
0875.funder.zaf-register-uk051,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk051,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-188
0875.funder.zaf-register-uk052,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk052,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-189
0875.implementer.zaf-register-uk052,party,transport-trading-limited-ttl,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-189,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-189
0875.funder.zaf-register-uk053,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk053,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-190
0875.funder.zaf-register-uk054,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk054,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-191
0875.implementer.zaf-register-uk054,party,guarantco,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-191,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-191
0875.funder.zaf-register-uk055,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk055,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-192
0875.implementer.zaf-register-uk055,party,gridworks-development-partners-llp,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-192,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-192
0875.funder.zaf-register-uk056,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk056,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-193
0875.funder.zaf-register-uk057,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk057,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-194
0875.funder.zaf-register-uk058,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk058,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-195
0875.funder.zaf-register-uk059,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk059,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-196
0875.implementer.zaf-register-uk059,party,energy-council,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-196,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-196
0875.funder.zaf-register-uk060,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk060,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-197
0875.implementer.zaf-register-uk060,party,sunrise-network,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-197,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-197
0875.funder.zaf-register-uk061,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk061,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-198
0875.implementer.zaf-register-uk061,party,technoserve,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-198,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-198
0875.funder.zaf-register-uk062,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk062,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-199
0875.implementer.zaf-register-uk062,party,african-development-bank,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-199,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-199
0875.funder.zaf-register-uk063,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk063,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-200
0875.funder.zaf-register-uk064,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk064,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-201
0875.funder.zaf-register-uk065,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk065,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-202
0875.implementer.zaf-register-uk065,party,globeleq,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-202,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-202
0875.funder.zaf-register-uk066,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk066,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-203
0875.funder.zaf-register-uk067,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk067,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-204
0875.implementer.zaf-register-uk067,party,economic-development-partnership,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-204,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-204
0875.funder.zaf-register-uk068,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk068,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-205
0875.implementer.zaf-register-uk068,party,iclei-africa,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-205,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-205
0875.funder.zaf-register-uk069,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk069,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-206
0875.funder.zaf-register-uk070,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk070,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-207
0875.funder.zaf-register-uk071,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk071,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-208
0875.implementer.zaf-register-uk071,party,stellae-energy,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-208,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-208
0875.funder.zaf-register-uk072,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk072,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-209
0875.funder.zaf-register-uk073,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk073,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-210
0875.funder.zaf-register-uk074,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk074,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-211
0875.funder.zaf-register-uk075,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk075,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-212
0875.funder.zaf-register-uk076,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk076,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-213
0875.implementer.zaf-register-uk076,party,sustainable-energy-africa-sea,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-213,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-213
0875.funder.zaf-register-uk077,party,united-kingdom,party_in,agreement,agreement-zaf-register-uk077,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-214
0875.funder.zaf-register-us001,party,united-states,party_in,agreement,agreement-zaf-register-us001,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-215
0875.funder.zaf-register-us002,party,united-states,party_in,agreement,agreement-zaf-register-us002,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-216
0875.funder.zaf-register-us003,party,united-states,party_in,agreement,agreement-zaf-register-us003,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-217
0875.funder.zaf-register-us004,party,united-states,party_in,agreement,agreement-zaf-register-us004,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-218
0875.implementer.zaf-register-us004,party,chemonics,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-218,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-218
0875.funder.zaf-register-us006,party,united-states,party_in,agreement,agreement-zaf-register-us006,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-219
0875.funder.zaf-register-us007,party,united-states,party_in,agreement,agreement-zaf-register-us007,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-220
0875.funder.zaf-register-us008,party,united-states,party_in,agreement,agreement-zaf-register-us008,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-221
0875.funder.zaf-register-us009,party,united-states,party_in,agreement,agreement-zaf-register-us009,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-222
0875.funder.zaf-register-us010,party,united-states,party_in,agreement,agreement-zaf-register-us010,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-223
0875.funder.zaf-register-us011,party,united-states,party_in,agreement,agreement-zaf-register-us011,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-224
0875.funder.zaf-register-us012,party,united-states,party_in,agreement,agreement-zaf-register-us012,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-225
0875.implementer.zaf-register-us012,party,us-commercial-law-development-program-cldp,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-225,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-225
0875.funder.zaf-register-us013,party,united-states,party_in,agreement,agreement-zaf-register-us013,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-226
0875.implementer.zaf-register-us013,party,power-engineers,role_in,line,zaf-jet-investment-register-q1-2026-overall-data-226,implementing_entity,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-226
0875.funder.zaf-register-us014,party,united-states,party_in,agreement,agreement-zaf-register-us014,funder,,,accepted,reviewed_source,1,1,2026-09-24,scripts/jetp/build_reconciliation.py,,zaf-jet-investment-register-q1-2026-overall-data-227
