timing_id,observation_id,date_role,date,date_precision,lower_bound,upper_bound,line_id,recorded_at
timing-idn-impl-cirebon-closure-2025-1,observation-idn-impl-cirebon-closure-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-coal-retirement-2,2026-09-24
timing-idn-impl-hululais-2025-1,observation-idn-impl-hululais-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-geothermal-17,2026-09-24
timing-idn-impl-dediesel-west-2025-1,observation-idn-impl-dediesel-west-2025,reporting_cutoff,,unknown,,,idn-ibvogt-diesel-west-2023-claim-100,2026-09-24
timing-idn-impl-tanah-laut-2025-1,observation-idn-impl-tanah-laut-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-wind-3,2026-09-24
timing-idn-impl-legok-nangka-2025-1,observation-idn-impl-legok-nangka-2025,reporting_cutoff,,unknown,,,idn-news-legok-groundbreaking-antara-2026-claim-91,2026-09-24
timing-idn-impl-singkarak-2025-1,observation-idn-impl-singkarak-2025,reporting_cutoff,,unknown,,,idn-project-singkarak-acwa-2022-claim-86,2026-09-24
timing-idn-impl-eib-framework-2025-1,observation-idn-impl-eib-framework-2025,reporting_cutoff,,unknown,,,idn-eib-ptsmi-mou-2024-claim-96,2026-09-24
timing-idn-impl-sutami-2025-1,observation-idn-impl-sutami-2025,reporting_cutoff,,unknown,,,idn-cipp-2023-cpr-mirror-solar-3,2026-09-24
timing-idn-impl-solar-manufacturing-2025-1,observation-idn-impl-solar-manufacturing-2025,reporting_cutoff,,unknown,,,idn-jetp-progress-report-2025-supply-chain-3,2026-09-24
timing-idn-impl-rsud-2025-1,observation-idn-impl-rsud-2025,reporting_cutoff,,unknown,,,idn-jetp-progress-report-2025-energy-efficiency-3,2026-09-24
timing-idn-impl-cirebon-suspended-2025-1,observation-idn-impl-cirebon-suspended-2025,report_date,,unknown,,,idn-cipp-2023-cpr-mirror-coal-retirement-2,2026-09-24
timing-idn-impl-seg-operational-2025-1,observation-idn-impl-seg-operational-2025,event,2025-08-08,day,2025-08-08,2025-08-08,idn-jetp-progress-report-2025-supply-chain-3,2026-09-24
timing-idn-impl-sutami-construction-2026-1,observation-idn-impl-sutami-construction-2026,event,2026-02-10,day,2026-02-10,2026-02-10,idn-cipp-2023-cpr-mirror-solar-3,2026-09-24
timing-idn-impl-legok-construction-2026-1,observation-idn-impl-legok-construction-2026,event,2026-07-29,day,2026-07-29,2026-07-29,idn-news-legok-groundbreaking-antara-2026-claim-91,2026-09-24
timing-sen-project-annex-15-preparation-2024-10-18-1,observation-sen-project-annex-15-preparation-2024-10-18,report_date,,unknown,,,sen-investment-plan-annexes-mirror-submitted-project-15,2026-09-24
timing-sen-diass-groundbreaking-20260331-1,observation-sen-diass-groundbreaking-20260331,event,2026-03-31,day,2026-03-31,2026-03-31,sen-investment-plan-l4-mirror-quick-win-10,2026-09-24
timing-sen-biognv-ppp-preparation-20250508-1,observation-sen-biognv-ppp-preparation-20250508,event,2025-05-08,day,2025-05-08,2025-05-08,sen-investment-plan-annexes-mirror-submitted-project-19,2026-09-24
timing-sen-puelec-three-villages-reported-20251109-1,observation-sen-puelec-three-villages-reported-20251109,report_date,,unknown,,,sen-investment-plan-l4-mirror-quick-win-4,2026-09-24
