item_id,country,source_id,source_version,route,expected_item,expected_count,financial_semantics,date_semantics,retention,disposition,country_owner
sen-sen-scout-puelec-pip-2026,SEN,sen-scout-puelec-pip-2026,declared-undated,pdf,Programme dinvestissements publics 2026-2028,1,plan_or_policy_not_finance,publication_date_not_event_date,attempt_log_then_review,unavailable,0821
sen-sen-semis-storage-study,SEN,sen-semis-storage-study,87ba804d70992c57fed72eae24213205e0465c7e6210ef89bbf4d116becae945,html,Etude de faisabilité des systèmes de stockage BESS,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senego-mobilised-2026,SEN,sen-senego-mobilised-2026,648bb43677e8a75ba0f7e0460648521e27962b005cf554af45cc1df8361c6166,html,JETP moins dun milliard mobilise,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-agpm-2026-contact,SEN,sen-senelec-agpm-2026-contact,048afb695e52d2881dc7ede8544e65b239a7821623a8328501ae72f7a44643e2,pdf,Avis general de passation des marches 2026 - official document-request route,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-annual-report-2023,SEN,sen-senelec-annual-report-2023,678983d77cadf0b0fcf509a3fef555b90dcad045ddeee217018432d2e7da6e61,pdf,Senelec annual report 2023,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-annual-report-2024,SEN,sen-senelec-annual-report-2024,d3e6ed4890f3829b853a02d49c752b18c5c5450350184679c9a284b6f862825f,pdf,Senelec annual report 2024,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-huawei-mou-social,SEN,sen-senelec-huawei-mou-social,b2797b7eb575aafdc2cc96e77bd224fcd358ee6423a9a1a9569c3c1d80602623,html,Senelec Huawei - Linguere and Koungheul agreement,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-ppm-2026-v2,SEN,sen-senelec-ppm-2026-v2,bbee239b7002466b9879472df6193f20ea9c47090ecf63c053285cb115d33057,pdf,Plan de passation P_SENELEC_2026_2,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-procurement-2026,SEN,sen-senelec-procurement-2026,9dafa5e73dde157f93645b999446b0546b353f931f4e1d742614f26cc69cefce,html,Procurement notices 2026,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-reports-index,SEN,sen-senelec-reports-index,bf9dd4f8012ed7494eb118cc9dee3c2c0249222cab0b43beea2a5d654d373072,html,Senelec annual reports,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-saloum-tender-2026,SEN,sen-senelec-saloum-tender-2026,d7f2d451cb716eed8bd175f9bf2c5d8a79e76a39b2abf6cbf0c9024a45f8fbd0,pdf,AAO 30/2026 - Centrales hybrides pour 18 îles du Saloum,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-senelec-thies-touba-par,SEN,sen-senelec-thies-touba-par,a1360977d1a5cfaeb895073c7b899a70786b7a91eae60e0d1b88cdb5f94470f8,html,PAR pour deux centrales photovoltaïques avec stockage à Thiès et Touba,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-swedfund-biofuels,SEN,sen-swedfund-biofuels,74c64e69f988b3fdb720e8e087e517c3a9e5a1a1e5ab5d27f123bfe3a15a92de,html,Biofuels Senegal,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-uasz-vev-thesis-2024,SEN,sen-uasz-vev-thesis-2024,b39cdca3c912e4949e99284fd772b3d024279dae934c93c020cf911e57b10b78,pdf,Chambre froide solaire pour le Village Ecole Vert du CFPP,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-uk-jetp-launch-2023,SEN,sen-uk-jetp-launch-2023,46663e6f0f5d89fffa6d006bbc2a605a299d467ee46b9e2b3c0b2c0ff07972dc,html,Senegal and the International Partners Group announce Just Energy Transition Partnership,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
sen-sen-vemar-fass-ngom,SEN,sen-vemar-fass-ngom,8d2e3955e8ccf320435447807043a6d5e2ff75bf6d1fceda22d825ec26276abe,html,Energies renouvelables - Fass Ngom,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0821
vnm-vnm-adb-bess-58382-001,VNM,vnm-adb-bess-58382-001,declared-undated,html,Accelerating battery energy storage system development in Asia and the Pacific,1,project_profile_not_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
vnm-vnm-adb-vinfast-55327-001,VNM,vnm-adb-vinfast-55327-001,declared-undated,html,VinFast electric mobility green loan project,1,project_profile_not_finance,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
vnm-vnm-adb-vinfast-news-2022,VNM,vnm-adb-vinfast-news-2022,2022-10-24,html,ADB leads USD 135 million climate financing package for VinFast electric mobility,1,announced_finance_or_event,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
vnm-vnm-bii-vpbank-2025,VNM,vnm-bii-vpbank-2025,2025-07-29,html,BII commits USD 50 million to VPBank for Viet Nam green energy transition,1,announced_finance_or_event,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
vnm-vnm-decision-1009-2023,VNM,vnm-decision-1009-2023,ada382c38c4c3b1ce1d6281c661b24f510d8a58fea1ff517c333a4b99fbd52fd,pdf,Decision 1009/QD-TTg approving the initial JETP implementation scheme,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-decision-458-2026,VNM,vnm-decision-458-2026,2d8808da99d0bbc23487c09ac1871cb7242375b6ed0dc98a17e6e290e5a700fd,pdf,Decision 458/QD-TTg approving the updated JETP implementation scheme,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-eeas-jetp-project-progress-2025,VNM,vnm-eeas-jetp-project-progress-2025,6f3afc1873cc3cf7085bd6ec11da1222aaf54f3124751c58131a3d400775bfba,html,Viet Nam promotes Just Energy Transition projects,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-eib-bac-ai-package-2025,VNM,vnm-eib-bac-ai-package-2025,3331f31e52f14bfb1868e462d9a156fa4fb7bdb9720e5712b6329722dff45aea,html,EU reinforces support for Viet Nam JETP with EUR 430 million Bac Ai package,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-evn-afd-transmission-2025,VNM,vnm-evn-afd-transmission-2025,1f100c4b8718f302a905676aed83bcd724dd11803db50ef7680a18e49c542cd8,html,EVNNPT and AFD sign EUR 67 million financing agreement to strengthen Viet Nam power transmission,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-evn-cdp-bac-ai-2025,VNM,vnm-evn-cdp-bac-ai-2025,81f8b5b58bd1cf49e513164d6405f2c0365a7d4e7595c6a4bcd4a2c140ed5a6f,html,EVN and CDP sign letter of intent on Bac Ai pumped-storage hydropower,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-evn-decision-1929-news-2026,VNM,vnm-evn-decision-1929-news-2026,2026-08-03,html,Renewable energy target under Decision 1929/QD-BCT,1,announced_finance_or_event,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
vnm-vnm-evn-kfw-tri-an-2025,VNM,vnm-evn-kfw-tri-an-2025,87441e68421e4322f61d31809f084e346e77b18b6995b8a24411d028a5757994,html,EVN signs EUR 65 million loan agreement for Tri An hydropower plant expansion,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-iati-bii-publisher,VNM,vnm-iati-bii-publisher,declared-undated,html,IATI publisher profile for British International Investment,1,discovery_or_snapshot,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
vnm-vnm-moit-newsletter-01-2025-03,VNM,vnm-moit-newsletter-01-2025-03,1f104dccf48b4993f1732ea578a90509bf14c3b59722ccceb31669d1a936b9a9,pdf,Viet Nam JETP Newsletter issue 1 - March 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-02-2025-04,VNM,vnm-moit-newsletter-02-2025-04,2af734bbd5c843055a908a2c4e39055ed5f29e5bb1a4a99da330f6e9fec15e1e,pdf,Viet Nam JETP Newsletter issue 2 - April 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-03-2025-05,VNM,vnm-moit-newsletter-03-2025-05,1e96612d17c1635fc932f06dbcbb78086d64ed77e3e3da9a33e664c35381aa9e,pdf,Viet Nam JETP Newsletter issue 3 - May 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-04-2025-06,VNM,vnm-moit-newsletter-04-2025-06,409b81f400403a9373514fe53f4f3c7a31ba095dcfd79d4727e9265fdc485d4f,pdf,Viet Nam JETP Newsletter issue 4 - June 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-05-2025-07,VNM,vnm-moit-newsletter-05-2025-07,a4bbf69f78369cb25559347da15fbd62426042b9ba92578533ffe1b1b502e439,pdf,Viet Nam JETP Newsletter issue 5 - July 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-06-2025-08,VNM,vnm-moit-newsletter-06-2025-08,da17766d10360d54238d52a40aad5e2c3f8dedbd763ddf443efead9092a52d44,pdf,Viet Nam JETP Newsletter issue 6 - August 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-07-2025-09,VNM,vnm-moit-newsletter-07-2025-09,99ddde0c494e22c3e293ef5b79d6340dd7b9cb30c1662db197de799744306b28,pdf,Viet Nam JETP Newsletter issue 7 - September 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-08-2025-10,VNM,vnm-moit-newsletter-08-2025-10,c5cd6cb1225fd7b5483ce83b5fe92863c252229ddcf0cd9d2653bc907e5f345b,pdf,Viet Nam JETP Newsletter issue 8 - October 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-09-2025-11,VNM,vnm-moit-newsletter-09-2025-11,0826a03400c510a295a5ced1e11d0e55f5ebc26a0d5324792d947ddfa27d647a,pdf,Viet Nam JETP Newsletter issue 9 - November 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-10-2025-12,VNM,vnm-moit-newsletter-10-2025-12,058f25bd96085a7deee8a73473b9829e05a142e33e92f63f3fc1cc01d4faba96,pdf,Viet Nam JETP Newsletter issue 10 - December 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-11-2026-01,VNM,vnm-moit-newsletter-11-2026-01,3665dba39927b8a6e2b924db67e105d72090c9ef5ae5b1db6b999f599aa9850f,pdf,Viet Nam JETP Newsletter issue 11 - January 2026,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-12-2026-02,VNM,vnm-moit-newsletter-12-2026-02,56b6c81ce9eddf74bdeda5935338a8c612d11c743c92322f39e6c691397191e0,pdf,Viet Nam JETP Newsletter issue 12 - February 2026,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-newsletter-13-2026-03,VNM,vnm-moit-newsletter-13-2026-03,fa7d149b3d8165b85b7090584a3df3d35fbd6b097bb8a08844df330a3410fc39,pdf,Viet Nam JETP Newsletter issue 13 - March 2026,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-portal,VNM,vnm-moit-portal,8a616bbf1c223cde512cf67a826e370b621aba576a7ca5fdc51ce731e738c39b,html,Viet Nam JETP official portal,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-project-bac-ai,VNM,vnm-moit-project-bac-ai,07ce7f91c621e9de6d59a581d4ef17fc20b61f58277fb34bf9567fd558103692,html,Bac Ai pumped-storage hydropower plant 1200 MW,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-project-binh-duong-dong-nai,VNM,vnm-moit-project-binh-duong-dong-nai,e5ebf05d9af5ad45d0e7649bb535ea9182144503b31e1202441b9e323d8d49fc,html,Binh Duong and Dong Nai substations and transmission reinforcement,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-project-index-2026,VNM,vnm-moit-project-index-2026,ad1077b45d6f623b2a2d86485de59b8d07c4c0dae927b2b06817c4af219d959d,html,Current Viet Nam JETP-aligned project index,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-moit-project-tri-an,VNM,vnm-moit-project-tri-an,aa580602d8cdc667737ea98bff66ec576f1c722c3715393eb176f225c7916920,html,Tri An hydropower plant expansion,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-rmp-2023,VNM,vnm-rmp-2023,b145af2e7f4a441dc87d7ec2d99a29e1e6d7b265406d398dd64013dd4560733c,pdf,Viet Nam JETP Resource Mobilisation Plan,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-rmp-2023-vi,VNM,vnm-rmp-2023-vi,d1a306394a19acd576b39e34d0ba8cf7a947fc1cefa07550f35217a943927959,pdf,Viet Nam JETP Resource Mobilisation Plan (Vietnamese),1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0820
vnm-vnm-vpbank-sustainable-finance-2025,VNM,vnm-vpbank-sustainable-finance-2025,2025-07-29,html,VPBank and partners announce USD 350 million sustainable-finance facility,1,announced_finance_or_event,source_date_semantics_review_required,attempt_log_then_review,unavailable,0820
zaf-zaf-afd-jet-policy-loan-2024,ZAF,zaf-afd-jet-policy-loan-2024,760dc22c28433651c91b364623c07f2180deb02620cee12f75b77fdeaa252f45,html,Supporting the just dimensions of South Africa's Just Energy Transition,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-afdb-jet-funding-platform,ZAF,zaf-afdb-jet-funding-platform,5f5e8dafbb41cc54c150d41f91d1d4e98c6ffa47117660654767423fd621a5c5,html,Support to the creation of a JET funding platform to promote inclusion transparency and enterprise development,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-dbsa-ntcsa-transmission,ZAF,zaf-dbsa-ntcsa-transmission,abf673d3404f1eb80add1179eb4d34d9453012035bf3b279e2c4c0f5beb5341c,html,DBSA and NTCSA accelerate South Africa's transmission network expansion,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-dtic-parliament-nev-2025,ZAF,zaf-dtic-parliament-nev-2025,b2f75bb3454573c79231d2b07fda97d9feeb0b773c79b7a9571e63084752963a,html,Ministerial reply NW5618 on implementation of the 2023 EV White Paper,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-eepbip-giz-profile-2023,ZAF,zaf-eepbip-giz-profile-2023,335f8bf5f1849b78603b42992ae2bb9dc8c4dc23d5470545a0836c259dea5c91,pdf,South Africa Energy Efficiency in Public Buildings and Infrastructure Programme,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-eepbip-maf,ZAF,zaf-eepbip-maf,2da34029aa784dfa61388b8cd6f6313f20cdc44c43096b937a860f9d22b17603,html,South Africa Public Buildings and Infrastructure,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-eepbip-portal,ZAF,zaf-eepbip-portal,0e76906990df5b8fc5d3868813ae11c59e746ea3f2e78e0a80fe79e2b361bd16,html,Energy Efficiency in Public Buildings and Infrastructure Programme,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-eib-dbsa-renewables-2024,ZAF,zaf-eib-dbsa-renewables-2024,410de8d7ea774a4f7ec15379b25573d1d454e70f6f2a044e6efbc179f6d20a84,html,EIB and DBSA increase support for private sector renewable energy to EUR 600 million,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-eu-jetp-country-page,ZAF,zaf-eu-jetp-country-page,3c02118e44c74cfcaf8e5d0cdc927adebfee82e51c727cb88dc5bf2603982634,html,Just Energy Transition Partnership in South Africa,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-fcdo-jetp-programme-301523,ZAF,zaf-fcdo-jetp-programme-301523,0060913d18da32bec55cb5d4413d7a02fb3d2de46ddda04ad845c845d922bee9,html,"Just Energy Transition Partnership Support, South Africa",1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-growth-gateway-devtracker-300812,ZAF,zaf-growth-gateway-devtracker-300812,348e0ffa7bf94382156b225bf057ae42701e8d81eede370bb9cd414e784137a8,html,The Growth Gateway programme,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-growth-gateway-report-2026,ZAF,zaf-growth-gateway-report-2026,d2a2b38c60479c92945af100b65cc149756a10aa9253bc6cc5375665555be961,pdf,Growth Gateway South Africa SMME JET Deal Accelerator blueprint,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-faq-2024,ZAF,zaf-jet-grants-faq-2024,4bb09e88215cdc1d1ecc79da90c3a98c1213978f82cba0286265a060ae48607e,pdf,JET Grants Register Frequently Asked Questions 2024,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-faq-2025-q1,ZAF,zaf-jet-grants-faq-2025-q1,c851e013d827a9cd88cb6cf41ba17c8bef1f152e6a5c49d1e7fff3e9a09a3cf5,pdf,JET Grants Register Frequently Asked Questions 2025 Q1,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-register-2023-q3,ZAF,zaf-jet-grants-register-2023-q3,fa8fd693d1d0d53c7478e9b3850da16ad83955bf2c715c5983634819c2315d16,pdf,JET-IP Grant Mapping Register 2023 Q3,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-register-2024-q2,ZAF,zaf-jet-grants-register-2024-q2,8f6fcef78bf9ddb9c67fee3225448e0b6ac6f1d88a6c77cd58a9282cd0ebaf06,pdf,JET Grants Register 2024 Q1-Q2,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-register-2024-q3,ZAF,zaf-jet-grants-register-2024-q3,07645661df0c9a4ef97e0a172b8a3f5c92cc5371f992c70a2b3d5420f93c8147,other,JET Grants Register 2024 Q3,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-register-2025-q1,ZAF,zaf-jet-grants-register-2025-q1,6eae2fffc800f6c82c2d03b21af150ba633bf60992bd8e37a98515808e44d9c0,other,JET Grants Register 2025 Q1,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-grants-storyline-2024,ZAF,zaf-jet-grants-storyline-2024,2024-10-23,pdf,JET Grants Register overview 2024,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,attempt_log_then_review,unavailable,0818
zaf-zaf-jet-grants-storyline-2025-q1,ZAF,zaf-jet-grants-storyline-2025-q1,c456bf0fbce790fc0f3d1ddf63ce53583c23f4b19d275f485870e751eda1d9aa,pdf,JET Grants Register Storyline 2025 Q1,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-implementation-plan-2023-2027,ZAF,zaf-jet-implementation-plan-2023-2027,6247513b96541b64669ba4a1f4722e100d7b89c4d782d1f1371f7bf0a78be469,pdf,JET Implementation Plan 2023-2027,1,plan_or_policy_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-investment-register-q1-2026,ZAF,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,html,JET IP Investment Register Q1 2026,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-ip-2023-2027,ZAF,zaf-jet-ip-2023-2027,466acffcf763f3f3b53adac1c93704919a29d18f04e9924d13c1cdc225df5863,pdf,South Africa's Just Energy Transition Investment Plan 2023-2027,1,plan_priority_not_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-pmu-news,ZAF,zaf-jet-pmu-news,78f07581f3c8a74ab454a3c10b006bedfc2e752bb325bb572984ced868d297e2,html,JET PMU News and Updates,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-pmu-projects,ZAF,zaf-jet-pmu-projects,2042a0c2ffcecbf8e88875eb0914b7ebf383ae6f0b95ddcc0875f9db379d6439,html,JET PMU Projects,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-pmu-resource-hub,ZAF,zaf-jet-pmu-resource-hub,f2b4a521e71812e706c2c1e9921e0aa1caca67e8cbecf9b43f016322b5364e90,html,JET PMU Resource Hub,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2024-q3,ZAF,zaf-jet-quarterly-2024-q3,14708bcd78873beb59cf9d62005398e2c95c3ef269c41bc8cf5f0a2b1fafb261,pdf,JET IP Quarterly Progress Report 30 September 2024,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2024-q4,ZAF,zaf-jet-quarterly-2024-q4,253bba2d9fbc20e9d45c4b548a802d94f8f01dc2833d2616169df980aa2fc31b,pdf,JET IP Quarterly Progress Report 31 December 2024,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2025-q1,ZAF,zaf-jet-quarterly-2025-q1,4546672523b697aa340b18596ef70d230ae9bf608559897935b284b29e58475f,pdf,JET IP Quarterly Progress Report 31 March 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2025-q2,ZAF,zaf-jet-quarterly-2025-q2,29aa0cbf8952ae60d8d80e179e3328d265498de9989324279ce478cea2fe3e08,pdf,JET IP Quarterly Progress Report 30 June 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2025-q3,ZAF,zaf-jet-quarterly-2025-q3,30036881a61b6d2c366347d111e6f24959ad9b54022162ad63d8614e2000c417,pdf,JET IP Quarterly Progress Report 30 September 2025 revised,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2025-q4,ZAF,zaf-jet-quarterly-2025-q4,2fa3e3dfb2ce5defa0cb6bd65cc2eda1028272f49b72f913847cb2d0f311277d,pdf,JET IP Quarterly Progress Report 31 December 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-quarterly-2026-q1,ZAF,zaf-jet-quarterly-2026-q1,1b62a65fd70c70b0234379fcc4fcda064e9175fc9aee21a37c97b283e1b8dc13,pdf,JET IP Quarterly Progress Report 31 March 2026,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jet-us-withdrawal-2025,ZAF,zaf-jet-us-withdrawal-2025,3894898ab89478f9ba76dc9d0b7686000ce866219d67bc3156cbd4ed294a9db2,pdf,South Africa JET PMU acknowledges United States withdrawal from the JETP,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jetp-leaders-2022,ZAF,zaf-jetp-leaders-2022,0a024bfa3945597ff0ae0622d35e9f1c567c1d7e481da4748e0bd5c1a2b291ca,html,Twelve-month update on progress in advancing the South Africa Just Energy Transition Partnership,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jetp-leaders-2023,ZAF,zaf-jetp-leaders-2023,be3b8d7542778d39b920dc1a4620cfcdf8ad9940ba1a32f2aa3740b9ff92b0b7,html,COP28 update on progress in advancing the South Africa Just Energy Transition Partnership,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jetp-leaders-2024,ZAF,zaf-jetp-leaders-2024,f2078f959a346d634d7a25702769530fa009c7e6e1b07a10862cdaa9935b4604,html,Twelve month Just Energy Transition Partnership leaders update for 2024,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jetp-leaders-2025,ZAF,zaf-jetp-leaders-2025,2ba1f1ee12a90391f169e67630b8d8d6a4b817b1eb7dcf9bcd56bdab13988353,html,12-month Just Energy Transition Partnership leaders update 2025,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jetp-leaders-2025-annex,ZAF,zaf-jetp-leaders-2025-annex,6ca2eac8887e7f6da292d841ad97629b7c4a0ea22e91ff3568ef2cc94b7bbaa3,pdf,IPG Project Updates 2025,1,portfolio_membership_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-jetp-leaders-midyear-2022,ZAF,zaf-jetp-leaders-midyear-2022,declared-undated,html,Six-month update on progress in advancing the Just Energy Transition Partnership,1,reported_position_not_payment,reporting_cutoff_or_publication_review_required,attempt_log_then_review,unavailable,0818
