ordinal,project_id,official_unique_id,project_name,portfolios,funding_partners,funding_instrument,amount_pledged_original,currency_pledged,amount_reported_usd,amount_reported_zar,implementation_status,register_financing_agreement_label,source_id,document_sha256,locator,disposition,date_role,transition_date,payment_amount,eligible_for_account
140,zaf-register-sw005,SW005,Municipal Climate Resilience Programme,Electricity,Switzerland,Grants,1000000,CHF,1110000,19647000,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW005",unadmitted_candidate,register_date_label_retained_not_transition,,,false
141,zaf-register-sw006,SW006,Municipalities Infrastructure Development,Municipalities,Switzerland,Grants,8105000,CHF,8996550,159238935,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW006",unadmitted_candidate,register_date_label_retained_not_transition,,,false
142,zaf-register-sw007,SW007,Electricity Energy Storage Project,Electricity,Switzerland,Grants,1000000,CHF,1110000,19647000,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW007",unadmitted_candidate,register_date_label_retained_not_transition,,,false
143,zaf-register-sw008,SW008,Electricity Technical Assistance Programme,Electricity,Switzerland,Grants,3300000,CHF,3663000.0000000005,64835100.00000001,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW008",unadmitted_candidate,register_date_label_retained_not_transition,,,false
144,zaf-register-sw009,SW009,Municipalities Infrastructure Development,Municipalities,Switzerland,Grants,6499999.999999999,CHF,7215000,127705500,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SW009",unadmitted_candidate,register_date_label_retained_not_transition,,,false
145,zaf-register-uk001,UK001,Electricity Technical Assistance Programme,Electricity,United Kingdom,Grants,5500000,USD,5500000,97350000,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
146,zaf-register-uk002,UK002,Electricity Technical Assistance Programme,Electricity,United Kingdom,Grants,1380000,USD,1065000,18850500,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
147,zaf-register-uk003,UK003,Electricity Grid Infrastructure Programme,Electricity,United Kingdom,Grants,94167,GBP,117708.75,2072851.0875,D. Completed,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
148,zaf-register-uk005,UK005,Municipal Climate Resilience Programme,Electricity,United Kingdom,Grants,132383.56,GBP,165479.45,2914093.1145,D. Completed,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK005",unadmitted_candidate,register_date_label_retained_not_transition,,,false
149,zaf-register-uk006,UK006,Mpumalanga Just Transition Programme: Sector Job Resilience Pathways,JT-Mpumalanga,United Kingdom,Grants,346136,GBP,432670,7619318.7,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK006",unadmitted_candidate,register_date_label_retained_not_transition,,,false
150,zaf-register-uk007,UK007,Mpumalanga Just Transition Programme: Private Sector Transition Pathways,JT-Mpumalanga,United Kingdom,Grants,516249,GBP,645311.25,11363931.112499999,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK007",unadmitted_candidate,register_date_label_retained_not_transition,,,false
151,zaf-register-uk008,UK008,Climate Finance Accelerator,JT-Mpumalanga,United Kingdom,Grants,1388519,GBP,1749533.94,30966750.737999998,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK008",unadmitted_candidate,register_date_label_retained_not_transition,,,false
152,zaf-register-uk009,UK009,JT-Mpumalanga Research: Green Economy Cluster and SAREM Support,JT-Mpumalanga,United Kingdom,Grants,1310078,GBP,1650698.28,29118317.6592,D. Completed,2021-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK009",unadmitted_candidate,register_date_label_retained_not_transition,,,false
153,zaf-register-uk011,UK011,Municipal Climate Resilience Programme: Coal Municipality Diversification Opportunities,JT-Mpumalanga,United Kingdom,Grants,253622,GBP,317027.5,5582854.274999999,D. Completed,2021-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK011",unadmitted_candidate,register_date_label_retained_not_transition,,,false
154,zaf-register-uk012,UK012,Electricity Capacity Development Initiative,Electricity,United Kingdom,Grants,265000,GBP,331250,5833312.5,D. Completed,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK012",unadmitted_candidate,register_date_label_retained_not_transition,,,false
155,zaf-register-uk013,UK013,Electricity Capacity Development Initiative,Electricity,United Kingdom,Grants,18027,GBP,22533.75,396819.33749999997,D. Completed,2023-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK013",unadmitted_candidate,register_date_label_retained_not_transition,,,false
156,zaf-register-uk014,UK014,Municipal Climate Resilience Programme,Municipalities,United Kingdom,Grants,123104,GBP,153880,2709826.8,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK014",unadmitted_candidate,register_date_label_retained_not_transition,,,false
157,zaf-register-uk015,UK015,Green Hydrogen Development Programme,Municipalities,United Kingdom,Grants,150227,GBP,187783.75,3306871.8375,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK015",unadmitted_candidate,register_date_label_retained_not_transition,,,false
158,zaf-register-uk016,UK016,Municipalities Technical Assistance Programme,Municipalities,United Kingdom,Grants,302849,GBP,378561.25,6700534.125,D. Completed,2022-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK016",unadmitted_candidate,register_date_label_retained_not_transition,,,false
159,zaf-register-uk017,UK017,Municipalities Infrastructure Development,Municipalities,United Kingdom,Grants,5130000,GBP,6463800,114409260,D. Completed,2022-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK017",unadmitted_candidate,register_date_label_retained_not_transition,,,false
160,zaf-register-uk018,UK018,Municipalities Infrastructure Development,Municipalities,United Kingdom,Grants,411630,GBP,514537.5,9061005.375,D. Completed,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK018",unadmitted_candidate,register_date_label_retained_not_transition,,,false
161,zaf-register-uk019,UK019,NEVs Technical Assistance Programme,NEVs,United Kingdom,Grants,302042,GBP,377552.5,6648699.524999999,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK019",unadmitted_candidate,register_date_label_retained_not_transition,,,false
162,zaf-register-uk020,UK020,NEVs Technical Assistance Programme,NEVs,United Kingdom,Grants,148173,GBP,185216.25,3261658.1625,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK020",unadmitted_candidate,register_date_label_retained_not_transition,,,false
163,zaf-register-uk021,UK021,Green Hydrogen Development Programme,Green hydrogen,United Kingdom,Grants,1617324.7830763136,GBP,2021655.978845392,35601361.78746735,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK021",unadmitted_candidate,register_date_label_retained_not_transition,,,false
164,zaf-register-uk022,UK022,Green Hydrogen Development Programme,Skills,United Kingdom,Grants,246189,GBP,307736.25,5419235.3625,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK022",unadmitted_candidate,register_date_label_retained_not_transition,,,false
165,zaf-register-uk023,UK023,Skills Research Programme,Skills,United Kingdom,Grants,238906,GBP,298632.5,5258918.325,D. Completed,2022-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK023",unadmitted_candidate,register_date_label_retained_not_transition,,,false
166,zaf-register-uk024,UK024,Skills Development Programme,Skills,United Kingdom,Grants,76615,GBP,95768.75,1686487.6875,D. Completed,2022-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK024",unadmitted_candidate,register_date_label_retained_not_transition,,,false
167,zaf-register-uk025,UK025,Electricity Research Programme,Electricity,United Kingdom,Grants,199211,GBP,249013.75,4385132.1375,D. Completed,2022-10-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK025",unadmitted_candidate,register_date_label_retained_not_transition,,,false
168,zaf-register-uk026,UK026,PCC Energy Modelling Support,Skills,United Kingdom,Grants,522520,ZAR,30646.354607700545,522520,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK026",unadmitted_candidate,register_date_label_retained_not_transition,,,false
169,zaf-register-uk027,UK027,Skills Research Programme,Skills,United Kingdom,Grants,39185,GBP,48981.25,862559.8125,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK027",unadmitted_candidate,register_date_label_retained_not_transition,,,false
170,zaf-register-uk028,UK028,Skills Infrastructure Development,Skills,United Kingdom,Grants,184498,GBP,230622.5,4061262.225,D. Completed,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK028",unadmitted_candidate,register_date_label_retained_not_transition,,,false
171,zaf-register-uk029,UK029,PCC Energy Modelling Support,Skills,United Kingdom,Grants,70000,GBP,87500,1540875,D. Completed,2023-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK029",unadmitted_candidate,register_date_label_retained_not_transition,,,false
172,zaf-register-uk030,UK030,Skills Development Programme,Skills,United Kingdom,Grants,951443.548,GBP,1198818.87048,21219094.007496,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK030",unadmitted_candidate,register_date_label_retained_not_transition,,,false
173,zaf-register-uk031,UK031,Skills Capacity Development Initiative,Skills,United Kingdom,Grants,585121,GBP,731401.25,12945802.125,D. Completed,2023-08-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK031",unadmitted_candidate,register_date_label_retained_not_transition,,,false
174,zaf-register-uk033,UK033,Municipal Climate Resilience Programme: Municipal Project Pipeline Development,JT-Mpumalanga,United Kingdom,Grants,98795.5,GBP,123494.375,2163621.4499999997,D. Completed,2023-09-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK033",unadmitted_candidate,register_date_label_retained_not_transition,,,false
175,zaf-register-uk034,UK034,Municipal Climate Resilience Programme,Municipalities,United Kingdom,Grants,451633,GBP,564541.25,9998025.5375,D. Completed,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK034",unadmitted_candidate,register_date_label_retained_not_transition,,,false
176,zaf-register-uk035,UK035,PCC Energy Modelling Support,Municipalities,United Kingdom,Grants,468917,GBP,590835.42,10457786.934,D. Completed,2024-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK035",unadmitted_candidate,register_date_label_retained_not_transition,,,false
177,zaf-register-uk037,UK037,Green Hydrogen Development Programme,Green hydrogen,United Kingdom,Grants,996544,GBP,1255645.44,22224924.288,D. Completed,2024-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK037",unadmitted_candidate,register_date_label_retained_not_transition,,,false
178,zaf-register-uk039,UK039,Green Hydrogen Technical Assistance Programme,Green hydrogen,United Kingdom,Grants,55070.05,GBP,68837.5625,1212229.475625,D. Completed,2023-09-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK039",unadmitted_candidate,register_date_label_retained_not_transition,,,false
179,zaf-register-uk042,UK042,JT-Mpumalanga Research: Coal Power Health Impacts Study,JT-Mpumalanga,United Kingdom,Grants,32010,GBP,40012.5,708221.25,D. Completed,2023-09-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK042",unadmitted_candidate,register_date_label_retained_not_transition,,,false
180,zaf-register-uk043,UK043,JT-Mpumalanga Technical Assistance: SME Investment Pipeline Support,JT-Mpumalanga,United Kingdom,Grants,1700000,GBP,2142000,37913400,C. Implementation Phase,2023-07-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK043",unadmitted_candidate,register_date_label_retained_not_transition,,,false
181,zaf-register-uk044,UK044,JT-Mpumalanga Technical Assistance: Agribusiness Investment Support,JT-Mpumalanga,United Kingdom,Grants,955728,GBP,1204217.28,21314645.856,C. Implementation Phase,2023-08-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK044",unadmitted_candidate,register_date_label_retained_not_transition,,,false
182,zaf-register-uk045,UK045,Mpumalanga Just Transition Programme: Responsible Land Investment Governance,JT-Mpumalanga,United Kingdom,Grants,300000,GBP,378000,6690600,C. Implementation Phase,2023-08-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK045",unadmitted_candidate,register_date_label_retained_not_transition,,,false
183,zaf-register-uk046,UK046,Municipalities Capacity Development Initiative,Municipalities,United Kingdom,Grants,1050000,GBP,1323000,23417100,C. Implementation Phase,2023-06-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK046",unadmitted_candidate,register_date_label_retained_not_transition,,,false
184,zaf-register-uk047,UK047,PCC Energy Modelling Support,Skills,United Kingdom,Grants,51520,GBP,64915.2,1149648.192,D. Completed,2024-11-29T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK047",unadmitted_candidate,register_date_label_retained_not_transition,,,false
185,zaf-register-uk048,UK048,Energy Efficiency Infrastructure Development,Energy Efficiency,United Kingdom,Grants,2900000,USD,2900000,51330000,C. Implementation Phase,2021-06-30T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK048",unadmitted_candidate,register_date_label_retained_not_transition,,,false
186,zaf-register-uk049,UK049,Energy Efficiency Capacity Development Initiative,Energy Efficiency,United Kingdom,Grants,2946774,USD,2946774,52157899.8,C. Implementation Phase,2021-12-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK049",unadmitted_candidate,register_date_label_retained_not_transition,,,false
187,zaf-register-uk050,UK050,South Africa Energy Transition Roadmap (ETR) Development Project,Electricity,United Kingdom,Grants,288285,GBP,360356.25,6345873.5625,D. Completed,2024-01-17T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK050",unadmitted_candidate,register_date_label_retained_not_transition,,,false
188,zaf-register-uk051,UK051,JT-Mpumalanga Solar Energy: Water and Energy Project Preparation,JT-Mpumalanga,United Kingdom,Grants,3898796,GBP,4912482.96,86950948.39199999,C. Implementation Phase,2023-09-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK051",unadmitted_candidate,register_date_label_retained_not_transition,,,false
189,zaf-register-uk052,UK052,Municipal Climate Resilience Programme,Road to Rail,United Kingdom,Grants,252690,GBP,318389.4,5635492.38,C. Implementation Phase,2025-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK052",unadmitted_candidate,register_date_label_retained_not_transition,,,false
190,zaf-register-uk053,UK053,Electricity Infrastructure Development,Electricity,United Kingdom,Grants,999360,GBP,1259193.6,22287726.720000003,C. Implementation Phase,2024-08-16T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK053",unadmitted_candidate,register_date_label_retained_not_transition,,,false
191,zaf-register-uk054,UK054,PIDG GuarantCo guarantee facility for Africa GreenCo for energy trading,Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",17200000,USD,17200000,304440000,C. Implementation Phase,2024-04-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK054",unadmitted_candidate,register_date_label_retained_not_transition,,,false
192,zaf-register-uk055,UK055,Sustainable Power Solutions Limited,Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",28100000,USD,28100000,497370000,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK055",unadmitted_candidate,register_date_label_retained_not_transition,,,false
193,zaf-register-uk056,UK056,Etana Liquidity Guarantee,Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",99999999.99999999,USD,99999999.99999999,1769999999.9999998,C. Implementation Phase,2024-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK056",unadmitted_candidate,register_date_label_retained_not_transition,,,false
194,zaf-register-uk057,UK057,Phezukomoya and San Kraal Wind Projects,Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",125000000,ZAR,7062146.892655368,125000000,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK057",unadmitted_candidate,register_date_label_retained_not_transition,,,false
195,zaf-register-uk058,UK058,Agristar Holdings (Pty) Limited,JT-Mpumalanga,United Kingdom,"Commercial Debt, Equity & Guarantees",13600000,USD,13600000,240720000,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK058",unadmitted_candidate,register_date_label_retained_not_transition,,,false
196,zaf-register-uk059,UK059,Energy Council Tariffs and Project Bankability in South Africa Wholesale Market,Electricity,United Kingdom,Grants,350000,GBP,437500,7743750,D. Completed,2024-11-11T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK059",unadmitted_candidate,register_date_label_retained_not_transition,,,false
197,zaf-register-uk060,UK060,TEA@SUNRISE,Electricity,United Kingdom,Grants,42000,GBP,52920,936684,C. Implementation Phase,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK060",unadmitted_candidate,register_date_label_retained_not_transition,,,false
198,zaf-register-uk061,UK061,JT-Mpumalanga Capacity Development: Agribusiness Blended Finance Support,JT-Mpumalanga,United Kingdom,Grants,500000,GBP,630000,11151000,C. Implementation Phase,2025-03-10T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK061",unadmitted_candidate,register_date_label_retained_not_transition,,,false
199,zaf-register-uk062,UK062,Subnational Finance to City of Johannesburg for Resilient Urban Development,Municipalities,United Kingdom,"Commercial Debt, Equity & Guarantees",1532999985.44,ZAR,86610168.66892657,1532999985.44,C. Implementation Phase,2025-07-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK062",unadmitted_candidate,register_date_label_retained_not_transition,,,false
200,zaf-register-uk063,UK063,Energy Efficiency Infrastructure Development,Energy Efficiency,United Kingdom,Grants,10000000,USD,10000000,177000000,C. Implementation Phase,2023-06-29T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK063",unadmitted_candidate,register_date_label_retained_not_transition,,,false
201,zaf-register-uk064,UK064,Energy Efficiency Infrastructure Development,Energy Efficiency,United Kingdom,Grants,4350000,USD,4350000,76995000,C. Implementation Phase,2024-05-24T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK064",unadmitted_candidate,register_date_label_retained_not_transition,,,false
202,zaf-register-uk065,UK065,Red Sands BESS,Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",18200000,USD,18200000,322140000,C. Implementation Phase,2025-06-19T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK065",unadmitted_candidate,register_date_label_retained_not_transition,,,false
203,zaf-register-uk066,UK066,DTIC Energy One Stop Shop (EOSS),Electricity,United Kingdom,Grants,265411,GBP,334417.86,5919196.1219999995,D. Completed,2024-11-06T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK066",unadmitted_candidate,register_date_label_retained_not_transition,,,false
204,zaf-register-uk067,UK067,Developing Scenarios for Climate-informed Economic Pathways through Stakeholder Dialogues,JT-Mpumalanga,United Kingdom,Grants,492652,GBP,620741.52,10987124.904,C. Implementation Phase,2025-02-10T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK067",unadmitted_candidate,register_date_label_retained_not_transition,,,false
205,zaf-register-uk068,UK068,Just Municipal Embedded Generation (JMEG),Electricity,United Kingdom,Grants,1000000,GBP,1260000,22302000,C. Implementation Phase,2024-11-25T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK068",unadmitted_candidate,register_date_label_retained_not_transition,,,false
206,zaf-register-uk069,UK069,"Standard Bank Green Building Finance Expansion (MAGC ""“ South Africa)",Energy Efficiency,United Kingdom,Grants,4800000,USD,4800000,84960000,C. Implementation Phase,2025-02-17T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK069",unadmitted_candidate,register_date_label_retained_not_transition,,,false
207,zaf-register-uk070,UK070,"Nedbank Green Building Finance Expansion (MAGC ""“ South Africa)",Energy Efficiency,United Kingdom,Grants,3800000,USD,3800000,67260000,C. Implementation Phase,2025-03-31T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK070",unadmitted_candidate,register_date_label_retained_not_transition,,,false
